"Label (Grouping)","Alabama!!Estimate","Alabama!!Margin of Error","Alabama!!Percent","Alabama!!Percent Margin of Error","Alaska!!Estimate","Alaska!!Margin of Error","Alaska!!Percent","Alaska!!Percent Margin of Error","Arizona!!Estimate","Arizona!!Margin of Error","Arizona!!Percent","Arizona!!Percent Margin of Error","Arkansas!!Estimate","Arkansas!!Margin of Error","Arkansas!!Percent","Arkansas!!Percent Margin of Error","California!!Estimate","California!!Margin of Error","California!!Percent","California!!Percent Margin of Error","Colorado!!Estimate","Colorado!!Margin of Error","Colorado!!Percent","Colorado!!Percent Margin of Error","Connecticut!!Estimate","Connecticut!!Margin of Error","Connecticut!!Percent","Connecticut!!Percent Margin of Error","Delaware!!Estimate","Delaware!!Margin of Error","Delaware!!Percent","Delaware!!Percent Margin of Error","District of Columbia!!Estimate","District of Columbia!!Margin of Error","District of Columbia!!Percent","District of Columbia!!Percent Margin of Error","Florida!!Estimate","Florida!!Margin of Error","Florida!!Percent","Florida!!Percent Margin of Error","Georgia!!Estimate","Georgia!!Margin of Error","Georgia!!Percent","Georgia!!Percent Margin of Error","Hawaii!!Estimate","Hawaii!!Margin of Error","Hawaii!!Percent","Hawaii!!Percent Margin of Error","Idaho!!Estimate","Idaho!!Margin of Error","Idaho!!Percent","Idaho!!Percent Margin of Error","Illinois!!Estimate","Illinois!!Margin of Error","Illinois!!Percent","Illinois!!Percent Margin of Error","Indiana!!Estimate","Indiana!!Margin of Error","Indiana!!Percent","Indiana!!Percent Margin of Error","Iowa!!Estimate","Iowa!!Margin of Error","Iowa!!Percent","Iowa!!Percent Margin of Error","Kansas!!Estimate","Kansas!!Margin of Error","Kansas!!Percent","Kansas!!Percent Margin of Error","Kentucky!!Estimate","Kentucky!!Margin of Error","Kentucky!!Percent","Kentucky!!Percent Margin of Error","Louisiana!!Estimate","Louisiana!!Margin of Error","Louisiana!!Percent","Louisiana!!Percent Margin of Error","Maine!!Estimate","Maine!!Margin of Error","Maine!!Percent","Maine!!Percent Margin of Error","Maryland!!Estimate","Maryland!!Margin of Error","Maryland!!Percent","Maryland!!Percent Margin of Error","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","Michigan!!Estimate","Michigan!!Margin of Error","Michigan!!Percent","Michigan!!Percent Margin of Error","Minnesota!!Estimate","Minnesota!!Margin of Error","Minnesota!!Percent","Minnesota!!Percent Margin of Error","Mississippi!!Estimate","Mississippi!!Margin of Error","Mississippi!!Percent","Mississippi!!Percent Margin of Error","Missouri!!Estimate","Missouri!!Margin of Error","Missouri!!Percent","Missouri!!Percent Margin of Error","Montana!!Estimate","Montana!!Margin of Error","Montana!!Percent","Montana!!Percent Margin of Error","Nebraska!!Estimate","Nebraska!!Margin of Error","Nebraska!!Percent","Nebraska!!Percent Margin of Error","Nevada!!Estimate","Nevada!!Margin of Error","Nevada!!Percent","Nevada!!Percent Margin of Error","New Hampshire!!Estimate","New Hampshire!!Margin of Error","New Hampshire!!Percent","New Hampshire!!Percent Margin of Error","New Jersey!!Estimate","New Jersey!!Margin of Error","New Jersey!!Percent","New Jersey!!Percent Margin of Error","New Mexico!!Estimate","New Mexico!!Margin of Error","New Mexico!!Percent","New Mexico!!Percent Margin of Error","New York!!Estimate","New York!!Margin of Error","New York!!Percent","New York!!Percent Margin of Error","North Carolina!!Estimate","North Carolina!!Margin of Error","North Carolina!!Percent","North Carolina!!Percent Margin of Error","North Dakota!!Estimate","North Dakota!!Margin of Error","North Dakota!!Percent","North Dakota!!Percent Margin of Error","Ohio!!Estimate","Ohio!!Margin of Error","Ohio!!Percent","Ohio!!Percent Margin of Error","Oklahoma!!Estimate","Oklahoma!!Margin of Error","Oklahoma!!Percent","Oklahoma!!Percent Margin of Error","Oregon!!Estimate","Oregon!!Margin of Error","Oregon!!Percent","Oregon!!Percent Margin of Error","Pennsylvania!!Estimate","Pennsylvania!!Margin of Error","Pennsylvania!!Percent","Pennsylvania!!Percent Margin of Error","Rhode Island!!Estimate","Rhode Island!!Margin of Error","Rhode Island!!Percent","Rhode Island!!Percent Margin of Error","South Carolina!!Estimate","South Carolina!!Margin of Error","South Carolina!!Percent","South Carolina!!Percent Margin of Error","South Dakota!!Estimate","South Dakota!!Margin of Error","South Dakota!!Percent","South Dakota!!Percent Margin of Error","Tennessee!!Estimate","Tennessee!!Margin of Error","Tennessee!!Percent","Tennessee!!Percent Margin of Error","Texas!!Estimate","Texas!!Margin of Error","Texas!!Percent","Texas!!Percent Margin of Error","Utah!!Estimate","Utah!!Margin of Error","Utah!!Percent","Utah!!Percent Margin of Error","Vermont!!Estimate","Vermont!!Margin of Error","Vermont!!Percent","Vermont!!Percent Margin of Error","Virginia!!Estimate","Virginia!!Margin of Error","Virginia!!Percent","Virginia!!Percent Margin of Error","Washington!!Estimate","Washington!!Margin of Error","Washington!!Percent","Washington!!Percent Margin of Error","West Virginia!!Estimate","West Virginia!!Margin of Error","West Virginia!!Percent","West Virginia!!Percent Margin of Error","Wisconsin!!Estimate","Wisconsin!!Margin of Error","Wisconsin!!Percent","Wisconsin!!Percent Margin of Error","Wyoming!!Estimate","Wyoming!!Margin of Error","Wyoming!!Percent","Wyoming!!Percent Margin of Error","Puerto Rico!!Estimate","Puerto Rico!!Margin of Error","Puerto Rico!!Percent","Puerto Rico!!Percent Margin of Error"
"        Wood","16,377","±1,950","0.9%","±0.1","12,171","±1,333","4.8%","±0.5","50,942","±2,984","1.9%","±0.1","39,897","±2,689","3.4%","±0.2","181,624","±5,715","1.4%","±0.1","35,043","±3,040","1.6%","±0.1","22,304","±2,558","1.6%","±0.2","3,032","±819","0.8%","±0.2","0","±218","0.0%","±0.1","11,985","±1,775","0.2%","±0.1","23,072","±2,910","0.6%","±0.1","1,227","±619","0.3%","±0.1","43,627","±2,655","6.7%","±0.4","19,263","±1,688","0.4%","±0.1","44,677","±3,039","1.7%","±0.1","15,032","±1,780","1.2%","±0.1","15,390","±2,064","1.4%","±0.2","48,551","±3,492","2.8%","±0.2","7,044","±1,418","0.4%","±0.1","53,927","±3,037","9.4%","±0.5","24,667","±2,542","1.1%","±0.1","32,105","±2,639","1.2%","±0.1","105,400","±3,780","2.7%","±0.1","44,412","±2,419","2.0%","±0.1","13,671","±1,678","1.2%","±0.2","74,529","±3,909","3.0%","±0.2","29,920","±2,278","6.8%","±0.5","8,869","±1,096","1.1%","±0.1","14,014","±2,034","1.2%","±0.2","34,512","±2,554","6.4%","±0.5","10,368","±1,659","0.3%","±0.1","56,217","±3,353","7.1%","±0.4","114,011","±4,637","1.5%","±0.1","57,333","±3,775","1.4%","±0.1","1,116","±315","0.3%","±0.1","75,416","±3,939","1.6%","±0.1","22,905","±1,658","1.5%","±0.1","98,494","±5,076","6.0%","±0.3","117,969","±4,201","2.3%","±0.1","5,906","±1,224","1.5%","±0.3","13,860","±2,046","0.7%","±0.1","4,959","±1,065","1.4%","±0.3","42,520","±3,514","1.6%","±0.1","28,184","±2,880","0.3%","±0.1","11,231","±1,386","1.1%","±0.1","34,473","±2,069","13.1%","±0.8","60,480","±3,946","1.9%","±0.1","108,817","±5,239","3.7%","±0.2","39,813","±3,451","5.5%","±0.5","71,833","±2,111","3.0%","±0.1","9,447","±1,594","4.1%","±0.7","114","±130","0.0%","±0.1"
"        Solar energy","120","±169","0.0%","±0.1","8","±16","0.0%","±0.1","18,646","±1,968","0.7%","±0.1","385","±269","0.0%","±0.1","108,619","±4,854","0.8%","±0.1","8,044","±1,442","0.4%","±0.1","852","±431","0.1%","±0.1","981","±569","0.3%","±0.2","664","±353","0.2%","±0.1","14,702","±2,096","0.2%","±0.1","445","±379","0.0%","±0.1","16,356","±1,624","3.5%","±0.3","967","±565","0.1%","±0.1","1,291","±462","0.0%","±0.1","728","±447","0.0%","±0.1","802","±389","0.1%","±0.1","284","±223","0.0%","±0.1","565","±370","0.0%","±0.1","1,198","±652","0.1%","±0.1","1,047","±733","0.2%","±0.1","8,242","±1,536","0.4%","±0.1","3,549","±773","0.1%","±0.1","997","±441","0.0%","±0.1","548","±266","0.0%","±0.1","155","±185","0.0%","±0.1","1,656","±612","0.1%","±0.1","329","±260","0.1%","±0.1","135","±166","0.0%","±0.1","3,853","±720","0.3%","±0.1","632","±318","0.1%","±0.1","5,284","±1,066","0.2%","±0.1","4,099","±1,049","0.5%","±0.1","8,697","±1,483","0.1%","±0.1","1,951","±651","0.0%","±0.1","13","±23","0.0%","±0.1","942","±511","0.0%","±0.1","311","±242","0.0%","±0.1","1,877","±588","0.1%","±0.1","4,241","±1,148","0.1%","±0.1","243","±235","0.1%","±0.1","3,591","±1,014","0.2%","±0.1","82","±74","0.0%","±0.1","245","±190","0.0%","±0.1","11,312","±2,353","0.1%","±0.1","2,435","±757","0.2%","±0.1","547","±254","0.2%","±0.1","2,552","±901","0.1%","±0.1","2,748","±679","0.1%","±0.1","254","±263","0.0%","±0.1","567","±371","0.0%","±0.1","102","±129","0.0%","±0.1","5,038","±1,140","0.4%","±0.1"
"        Other fuel","1,328","±557","0.1%","±0.1","2,053","±779","0.8%","±0.3","5,815","±1,228","0.2%","±0.1","2,375","±696","0.2%","±0.1","39,209","±3,148","0.3%","±0.1","13,907","±1,877","0.6%","±0.1","8,355","±1,207","0.6%","±0.1","2,269","±767","0.6%","±0.2","1,448","±537","0.5%","±0.2","3,804","±1,012","0.0%","±0.1","3,704","±1,184","0.1%","±0.1","444","±284","0.1%","±0.1","5,472","±1,261","0.8%","±0.2","22,707","±2,432","0.5%","±0.1","12,260","±1,943","0.5%","±0.1","8,544","±1,241","0.7%","±0.1","4,571","±918","0.4%","±0.1","5,155","±1,116","0.3%","±0.1","695","±429","0.0%","±0.1","8,428","±1,253","1.5%","±0.2","10,267","±1,608","0.5%","±0.1","21,544","±2,544","0.8%","±0.1","35,628","±2,904","0.9%","±0.1","22,109","±2,093","1.0%","±0.1","777","±458","0.1%","±0.1","7,678","±1,266","0.3%","±0.1","3,064","±683","0.7%","±0.2","5,940","±949","0.8%","±0.1","6,562","±1,430","0.6%","±0.1","9,508","±1,497","1.8%","±0.3","13,323","±1,910","0.4%","±0.1","9,628","±1,690","1.2%","±0.2","79,096","±4,529","1.1%","±0.1","6,277","±1,349","0.2%","±0.1","4,501","±1,196","1.4%","±0.4","38,014","±3,023","0.8%","±0.1","11,345","±1,631","0.8%","±0.1","12,653","±2,057","0.8%","±0.1","36,216","±2,413","0.7%","±0.1","2,180","±986","0.5%","±0.2","1,813","±704","0.1%","±0.1","4,380","±942","1.2%","±0.3","3,238","±970","0.1%","±0.1","9,955","±1,512","0.1%","±0.1","4,121","±1,216","0.4%","±0.1","4,727","±790","1.8%","±0.3","9,895","±2,000","0.3%","±0.1","18,055","±2,102","0.6%","±0.1","5,596","±1,508","0.8%","±0.2","18,410","±1,449","0.8%","±0.1","1,814","±607","0.8%","±0.3","484","±387","0.0%","±0.1"
"        No fuel used","7,389","±1,403","0.4%","±0.1","1,210","±558","0.5%","±0.2","24,263","±2,677","0.9%","±0.1","3,278","±903","0.3%","±0.1","402,298","±9,298","3.1%","±0.1","10,825","±1,914","0.5%","±0.1","4,709","±1,203","0.3%","±0.1","1,685","±616","0.4%","±0.2","5,735","±1,190","2.0%","±0.4","147,717","±6,895","1.9%","±0.1","17,386","±2,306","0.5%","±0.1","272,729","±6,855","58.6%","±1.4","2,150","±550","0.3%","±0.1","29,643","±2,683","0.6%","±0.1","10,123","±1,356","0.4%","±0.1","6,342","±1,106","0.5%","±0.1","2,687","±699","0.2%","±0.1","5,196","±1,086","0.3%","±0.1","6,708","±1,387","0.4%","±0.1","2,208","±1,062","0.4%","±0.2","10,872","±1,544","0.5%","±0.1","12,860","±1,924","0.5%","±0.1","17,792","±1,567","0.4%","±0.1","15,326","±1,866","0.7%","±0.1","3,339","±790","0.3%","±0.1","7,470","±1,407","0.3%","±0.1","975","±369","0.2%","±0.1","3,583","±774","0.5%","±0.1","6,113","±1,142","0.5%","±0.1","5,280","±1,397","1.0%","±0.3","20,499","±2,145","0.6%","±0.1","2,053","±849","0.3%","±0.1","83,469","±4,462","1.1%","±0.1","18,281","±2,160","0.5%","±0.1","2,641","±569","0.8%","±0.2","19,673","±2,287","0.4%","±0.1","4,043","±876","0.3%","±0.1","6,735","±1,278","0.4%","±0.1","22,809","±2,355","0.4%","±0.1","994","±428","0.2%","±0.1","10,651","±1,417","0.5%","±0.1","2,323","±520","0.7%","±0.1","8,661","±1,252","0.3%","±0.1","43,282","±3,854","0.4%","±0.1","1,606","±639","0.2%","±0.1","246","±148","0.1%","±0.1","14,542","±1,917","0.5%","±0.1","13,621","±2,108","0.5%","±0.1","1,708","±500","0.2%","±0.1","13,927","±1,698","0.6%","±0.1","1,055","±600","0.5%","±0.3","1,026,514","±10,681","87.7%","±0.5"
"SELECTED CHARACTERISTICS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Occupied housing units","1,897,576","±10,370","1,897,576","(X)","252,199","±3,658","252,199","(X)","2,670,441","±12,014","2,670,441","(X)","1,163,647","±8,530","1,163,647","(X)","13,157,873","±23,844","13,157,873","(X)","2,235,103","±10,026","2,235,103","(X)","1,377,166","±6,712","1,377,166","(X)","376,239","±3,536","376,239","(X)","291,570","±3,959","291,570","(X)","7,905,832","±23,042","7,905,832","(X)","3,852,714","±14,425","3,852,714","(X)","465,299","±5,012","465,299","(X)","655,859","±5,316","655,859","(X)","4,866,006","±12,627","4,866,006","(X)","2,597,765","±12,716","2,597,765","(X)","1,287,221","±6,606","1,287,221","(X)","1,138,329","±6,595","1,138,329","(X)","1,748,732","±8,789","1,748,732","(X)","1,741,076","±11,011","1,741,076","(X)","573,618","±4,999","573,618","(X)","2,226,767","±9,709","2,226,767","(X)","2,650,680","±9,065","2,650,680","(X)","3,969,880","±12,901","3,969,880","(X)","2,222,568","±7,740","2,222,568","(X)","1,100,229","±9,887","1,100,229","(X)","2,458,337","±10,406","2,458,337","(X)","437,651","±4,637","437,651","(X)","771,444","±4,475","771,444","(X)","1,143,557","±8,281","1,143,557","(X)","541,396","±5,389","541,396","(X)","3,286,264","±9,466","3,286,264","(X)","793,420","±7,074","793,420","(X)","7,446,812","±13,820","7,446,812","(X)","4,046,348","±15,467","4,046,348","(X)","323,519","±3,879","323,519","(X)","4,730,340","±12,955","4,730,340","(X)","1,495,151","±7,032","1,495,151","(X)","1,649,352","±8,550","1,649,352","(X)","5,119,249","±11,502","5,119,249","(X)","407,174","±4,739","407,174","(X)","1,975,915","±11,292","1,975,915","(X)","353,799","±3,905","353,799","(X)","2,654,737","±12,964","2,654,737","(X)","9,985,126","±25,440","9,985,126","(X)","1,023,855","±5,773","1,023,855","(X)","262,767","±3,459","262,767","(X)","3,191,847","±12,998","3,191,847","(X)","2,932,477","±11,062","2,932,477","(X)","728,175","±7,273","728,175","(X)","2,386,623","±7,340","2,386,623","(X)","233,128","±3,322","233,128","(X)","1,170,982","±9,101","1,170,982","(X)"
"        Lacking complete plumbing facilities","6,818","±1,536","0.4%","±0.1","8,132","±1,057","3.2%","±0.4","18,351","±1,857","0.7%","±0.1","6,392","±1,363","0.5%","±0.1","53,199","±5,161","0.4%","±0.1","5,962","±1,702","0.3%","±0.1","6,525","±1,811","0.5%","±0.1","904","±513","0.2%","±0.1","398","±337","0.1%","±0.1","22,887","±2,697","0.3%","±0.1","13,072","±2,155","0.3%","±0.1","3,365","±1,196","0.7%","±0.3","2,099","±806","0.3%","±0.1","13,384","±2,392","0.3%","±0.1","10,233","±1,791","0.4%","±0.1","3,994","±971","0.3%","±0.1","3,917","±859","0.3%","±0.1","7,256","±1,483","0.4%","±0.1","7,479","±1,603","0.4%","±0.1","3,605","±865","0.6%","±0.2","6,054","±1,337","0.3%","±0.1","6,884","±1,429","0.3%","±0.1","12,748","±1,677","0.3%","±0.1","7,180","±1,261","0.3%","±0.1","4,582","±1,116","0.4%","±0.1","10,623","±1,960","0.4%","±0.1","2,540","±1,073","0.6%","±0.2","1,975","±582","0.3%","±0.1","6,920","±1,800","0.6%","±0.2","3,751","±1,221","0.7%","±0.2","8,839","±1,584","0.3%","±0.1","7,280","±1,078","0.9%","±0.1","27,342","±2,742","0.4%","±0.1","11,179","±1,830","0.3%","±0.1","1,140","±447","0.4%","±0.1","16,060","±2,342","0.3%","±0.1","6,464","±1,147","0.4%","±0.1","8,930","±1,834","0.5%","±0.1","19,276","±2,991","0.4%","±0.1","1,504","±537","0.4%","±0.1","6,473","±1,411","0.3%","±0.1","964","±427","0.3%","±0.1","7,098","±1,372","0.3%","±0.1","38,553","±4,849","0.4%","±0.1","3,694","±1,139","0.4%","±0.1","1,500","±616","0.6%","±0.2","11,024","±1,766","0.3%","±0.1","9,970","±1,931","0.3%","±0.1","3,899","±1,094","0.5%","±0.2","8,264","±1,314","0.3%","±0.1","597","±312","0.3%","±0.1","18,953","±2,054","1.6%","±0.2"
"        Lacking complete kitchen facilities","12,677","±1,971","0.7%","±0.1","6,185","±900","2.5%","±0.4","26,975","±2,838","1.0%","±0.1","11,448","±2,096","1.0%","±0.2","147,514","±7,028","1.1%","±0.1","16,435","±2,590","0.7%","±0.1","8,987","±2,078","0.7%","±0.2","1,597","±693","0.4%","±0.2","1,630","±668","0.6%","±0.2","56,008","±5,047","0.7%","±0.1","26,430","±2,955","0.7%","±0.1","7,779","±1,388","1.7%","±0.3","5,737","±1,529","0.9%","±0.2","41,461","±3,314","0.9%","±0.1","21,588","±2,341","0.8%","±0.1","12,881","±1,607","1.0%","±0.1","9,578","±1,222","0.8%","±0.1","14,799","±2,232","0.8%","±0.1","13,157","±2,126","0.8%","±0.1","5,014","±1,153","0.9%","±0.2","12,513","±2,061","0.6%","±0.1","19,619","±2,315","0.7%","±0.1","27,232","±2,761","0.7%","±0.1","14,753","±1,932","0.7%","±0.1","6,701","±1,514","0.6%","±0.1","17,017","±2,366","0.7%","±0.1","3,996","±923","0.9%","±0.2","8,716","±1,260","1.1%","±0.2","9,888","±1,568","0.9%","±0.1","4,340","±1,030","0.8%","±0.2","26,742","±2,590","0.8%","±0.1","7,779","±1,525","1.0%","±0.2","52,077","±3,672","0.7%","±0.1","23,210","±2,995","0.6%","±0.1","1,551","±795","0.5%","±0.2","48,882","±3,780","1.0%","±0.1","14,066","±1,563","0.9%","±0.1","25,865","±3,343","1.6%","±0.2","49,170","±3,704","1.0%","±0.1","4,024","±1,112","1.0%","±0.3","13,379","±1,985","0.7%","±0.1","2,561","±661","0.7%","±0.2","18,522","±2,349","0.7%","±0.1","77,348","±6,489","0.8%","±0.1","7,803","±1,564","0.8%","±0.2","3,090","±911","1.2%","±0.3","19,842","±2,192","0.6%","±0.1","31,596","±3,222","1.1%","±0.1","4,860","±1,130","0.7%","±0.2","17,816","±1,985","0.7%","±0.1","1,476","±661","0.6%","±0.3","18,890","±2,132","1.6%","±0.2"
"        No telephone service available","26,380","±2,646","1.4%","±0.1","3,560","±850","1.4%","±0.3","32,125","±2,850","1.2%","±0.1","16,830","±2,007","1.4%","±0.2","115,822","±5,726","0.9%","±0.1","17,591","±2,192","0.8%","±0.1","10,886","±1,796","0.8%","±0.1","2,047","±776","0.5%","±0.2","2,928","±1,262","1.0%","±0.4","97,292","±6,537","1.2%","±0.1","37,487","±3,366","1.0%","±0.1","5,697","±1,102","1.2%","±0.2","4,714","±1,078","0.7%","±0.2","48,506","±4,088","1.0%","±0.1","37,083","±3,354","1.4%","±0.1","12,665","±1,862","1.0%","±0.1","10,267","±1,569","0.9%","±0.1","21,702","±2,758","1.2%","±0.2","20,922","±2,573","1.2%","±0.1","5,774","±1,256","1.0%","±0.2","19,973","±2,943","0.9%","±0.1","21,543","±2,600","0.8%","±0.1","30,840","±2,319","0.8%","±0.1","15,457","±1,978","0.7%","±0.1","14,924","±2,320","1.4%","±0.2","25,561","±2,729","1.0%","±0.1","5,576","±1,014","1.3%","±0.2","6,708","±1,293","0.9%","±0.2","14,653","±2,497","1.3%","±0.2","5,074","±1,252","0.9%","±0.2","28,084","±3,040","0.9%","±0.1","11,846","±1,683","1.5%","±0.2","92,745","±5,814","1.2%","±0.1","40,256","±3,566","1.0%","±0.1","2,605","±807","0.8%","±0.2","45,434","±3,736","1.0%","±0.1","16,147","±1,909","1.1%","±0.1","13,103","±2,032","0.8%","±0.1","49,377","±3,619","1.0%","±0.1","3,410","±1,047","0.8%","±0.3","21,697","±2,533","1.1%","±0.1","5,701","±1,181","1.6%","±0.3","38,203","±4,068","1.4%","±0.2","103,635","±7,002","1.0%","±0.1","7,275","±1,478","0.7%","±0.1","3,367","±898","1.3%","±0.3","25,625","±2,747","0.8%","±0.1","25,981","±2,964","0.9%","±0.1","10,586","±1,558","1.5%","±0.2","25,579","±3,068","1.1%","±0.1","1,984","±698","0.9%","±0.3","40,793","±3,482","3.5%","±0.3"
"OCCUPANTS PER ROOM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Occupied housing units","1,897,576","±10,370","1,897,576","(X)","252,199","±3,658","252,199","(X)","2,670,441","±12,014","2,670,441","(X)","1,163,647","±8,530","1,163,647","(X)","13,157,873","±23,844","13,157,873","(X)","2,235,103","±10,026","2,235,103","(X)","1,377,166","±6,712","1,377,166","(X)","376,239","±3,536","376,239","(X)","291,570","±3,959","291,570","(X)","7,905,832","±23,042","7,905,832","(X)","3,852,714","±14,425","3,852,714","(X)","465,299","±5,012","465,299","(X)","655,859","±5,316","655,859","(X)","4,866,006","±12,627","4,866,006","(X)","2,597,765","±12,716","2,597,765","(X)","1,287,221","±6,606","1,287,221","(X)","1,138,329","±6,595","1,138,329","(X)","1,748,732","±8,789","1,748,732","(X)","1,741,076","±11,011","1,741,076","(X)","573,618","±4,999","573,618","(X)","2,226,767","±9,709","2,226,767","(X)","2,650,680","±9,065","2,650,680","(X)","3,969,880","±12,901","3,969,880","(X)","2,222,568","±7,740","2,222,568","(X)","1,100,229","±9,887","1,100,229","(X)","2,458,337","±10,406","2,458,337","(X)","437,651","±4,637","437,651","(X)","771,444","±4,475","771,444","(X)","1,143,557","±8,281","1,143,557","(X)","541,396","±5,389","541,396","(X)","3,286,264","±9,466","3,286,264","(X)","793,420","±7,074","793,420","(X)","7,446,812","±13,820","7,446,812","(X)","4,046,348","±15,467","4,046,348","(X)","323,519","±3,879","323,519","(X)","4,730,340","±12,955","4,730,340","(X)","1,495,151","±7,032","1,495,151","(X)","1,649,352","±8,550","1,649,352","(X)","5,119,249","±11,502","5,119,249","(X)","407,174","±4,739","407,174","(X)","1,975,915","±11,292","1,975,915","(X)","353,799","±3,905","353,799","(X)","2,654,737","±12,964","2,654,737","(X)","9,985,126","±25,440","9,985,126","(X)","1,023,855","±5,773","1,023,855","(X)","262,767","±3,459","262,767","(X)","3,191,847","±12,998","3,191,847","(X)","2,932,477","±11,062","2,932,477","(X)","728,175","±7,273","728,175","(X)","2,386,623","±7,340","2,386,623","(X)","233,128","±3,322","233,128","(X)","1,170,982","±9,101","1,170,982","(X)"
"        1.00 or less","1,868,767","±9,838","98.5%","±0.2","235,229","±3,823","93.3%","±0.8","2,554,926","±13,892","95.7%","±0.3","1,130,702","±9,274","97.2%","±0.3","12,082,511","±27,529","91.8%","±0.1","2,175,409","±10,395","97.3%","±0.2","1,354,879","±6,544","98.4%","±0.2","369,485","±3,622","98.2%","±0.4","283,565","±3,780","97.3%","±0.5","7,676,144","±23,625","97.1%","±0.1","3,773,378","±15,047","97.9%","±0.2","425,553","±5,429","91.5%","±0.6","637,259","±6,010","97.2%","±0.4","4,755,298","±13,387","97.7%","±0.1","2,558,737","±12,613","98.5%","±0.1","1,263,905","±6,708","98.2%","±0.2","1,116,358","±6,921","98.1%","±0.2","1,711,420","±9,003","97.9%","±0.2","1,700,595","±12,012","97.7%","±0.2","564,971","±5,367","98.5%","±0.3","2,174,389","±9,726","97.6%","±0.2","2,595,549","±9,434","97.9%","±0.1","3,904,649","±13,501","98.4%","±0.1","2,175,902","±8,288","97.9%","±0.2","1,071,122","±10,807","97.4%","±0.3","2,411,959","±11,158","98.1%","±0.2","429,266","±4,546","98.1%","±0.3","757,033","±4,707","98.1%","±0.2","1,094,248","±9,250","95.7%","±0.4","533,101","±5,547","98.5%","±0.3","3,181,127","±10,965","96.8%","±0.2","766,890","±7,258","96.7%","±0.4","7,079,237","±16,400","95.1%","±0.1","3,952,054","±16,560","97.7%","±0.2","317,559","±4,134","98.2%","±0.4","4,659,793","±13,732","98.5%","±0.1","1,456,288","±6,989","97.4%","±0.2","1,593,110","±9,516","96.6%","±0.2","5,043,104","±11,880","98.5%","±0.1","399,416","±5,030","98.1%","±0.5","1,931,552","±11,916","97.8%","±0.2","346,846","±3,814","98.0%","±0.4","2,604,736","±14,401","98.1%","±0.2","9,515,056","±29,988","95.3%","±0.1","989,096","±7,089","96.6%","±0.4","257,663","±3,780","98.1%","±0.5","3,128,340","±13,168","98.0%","±0.1","2,828,408","±12,733","96.5%","±0.2","719,669","±7,312","98.8%","±0.3","2,350,026","±7,828","98.5%","±0.1","228,315","±3,631","97.9%","±0.5","1,143,242","±9,177","97.6%","±0.3"
