"Label (Grouping)","Alabama!!Estimate","Alabama!!Margin of Error","Alabama!!Percent","Alabama!!Percent Margin of Error","Alaska!!Estimate","Alaska!!Margin of Error","Alaska!!Percent","Alaska!!Percent Margin of Error","Arizona!!Estimate","Arizona!!Margin of Error","Arizona!!Percent","Arizona!!Percent Margin of Error","Arkansas!!Estimate","Arkansas!!Margin of Error","Arkansas!!Percent","Arkansas!!Percent Margin of Error","California!!Estimate","California!!Margin of Error","California!!Percent","California!!Percent Margin of Error","Colorado!!Estimate","Colorado!!Margin of Error","Colorado!!Percent","Colorado!!Percent Margin of Error","Connecticut!!Estimate","Connecticut!!Margin of Error","Connecticut!!Percent","Connecticut!!Percent Margin of Error","Delaware!!Estimate","Delaware!!Margin of Error","Delaware!!Percent","Delaware!!Percent Margin of Error","District of Columbia!!Estimate","District of Columbia!!Margin of Error","District of Columbia!!Percent","District of Columbia!!Percent Margin of Error","Florida!!Estimate","Florida!!Margin of Error","Florida!!Percent","Florida!!Percent Margin of Error","Georgia!!Estimate","Georgia!!Margin of Error","Georgia!!Percent","Georgia!!Percent Margin of Error","Hawaii!!Estimate","Hawaii!!Margin of Error","Hawaii!!Percent","Hawaii!!Percent Margin of Error","Idaho!!Estimate","Idaho!!Margin of Error","Idaho!!Percent","Idaho!!Percent Margin of Error","Illinois!!Estimate","Illinois!!Margin of Error","Illinois!!Percent","Illinois!!Percent Margin of Error","Indiana!!Estimate","Indiana!!Margin of Error","Indiana!!Percent","Indiana!!Percent Margin of Error","Iowa!!Estimate","Iowa!!Margin of Error","Iowa!!Percent","Iowa!!Percent Margin of Error","Kansas!!Estimate","Kansas!!Margin of Error","Kansas!!Percent","Kansas!!Percent Margin of Error","Kentucky!!Estimate","Kentucky!!Margin of Error","Kentucky!!Percent","Kentucky!!Percent Margin of Error","Louisiana!!Estimate","Louisiana!!Margin of Error","Louisiana!!Percent","Louisiana!!Percent Margin of Error","Maine!!Estimate","Maine!!Margin of Error","Maine!!Percent","Maine!!Percent Margin of Error","Maryland!!Estimate","Maryland!!Margin of Error","Maryland!!Percent","Maryland!!Percent Margin of Error","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","Michigan!!Estimate","Michigan!!Margin of Error","Michigan!!Percent","Michigan!!Percent Margin of Error","Minnesota!!Estimate","Minnesota!!Margin of Error","Minnesota!!Percent","Minnesota!!Percent Margin of Error","Mississippi!!Estimate","Mississippi!!Margin of Error","Mississippi!!Percent","Mississippi!!Percent Margin of Error","Missouri!!Estimate","Missouri!!Margin of Error","Missouri!!Percent","Missouri!!Percent Margin of Error","Montana!!Estimate","Montana!!Margin of Error","Montana!!Percent","Montana!!Percent Margin of Error","Nebraska!!Estimate","Nebraska!!Margin of Error","Nebraska!!Percent","Nebraska!!Percent Margin of Error","Nevada!!Estimate","Nevada!!Margin of Error","Nevada!!Percent","Nevada!!Percent Margin of Error","New Hampshire!!Estimate","New Hampshire!!Margin of Error","New Hampshire!!Percent","New Hampshire!!Percent Margin of Error","New Jersey!!Estimate","New Jersey!!Margin of Error","New Jersey!!Percent","New Jersey!!Percent Margin of Error","New Mexico!!Estimate","New Mexico!!Margin of Error","New Mexico!!Percent","New Mexico!!Percent Margin of Error","New York!!Estimate","New York!!Margin of Error","New York!!Percent","New York!!Percent Margin of Error","North Carolina!!Estimate","North Carolina!!Margin of Error","North Carolina!!Percent","North Carolina!!Percent Margin of Error","North Dakota!!Estimate","North Dakota!!Margin of Error","North Dakota!!Percent","North Dakota!!Percent Margin of Error","Ohio!!Estimate","Ohio!!Margin of Error","Ohio!!Percent","Ohio!!Percent Margin of Error","Oklahoma!!Estimate","Oklahoma!!Margin of Error","Oklahoma!!Percent","Oklahoma!!Percent Margin of Error","Oregon!!Estimate","Oregon!!Margin of Error","Oregon!!Percent","Oregon!!Percent Margin of Error","Pennsylvania!!Estimate","Pennsylvania!!Margin of Error","Pennsylvania!!Percent","Pennsylvania!!Percent Margin of Error","Rhode Island!!Estimate","Rhode Island!!Margin of Error","Rhode Island!!Percent","Rhode Island!!Percent Margin of Error","South Carolina!!Estimate","South Carolina!!Margin of Error","South Carolina!!Percent","South Carolina!!Percent Margin of Error","South Dakota!!Estimate","South Dakota!!Margin of Error","South Dakota!!Percent","South Dakota!!Percent Margin of Error","Tennessee!!Estimate","Tennessee!!Margin of Error","Tennessee!!Percent","Tennessee!!Percent Margin of Error","Texas!!Estimate","Texas!!Margin of Error","Texas!!Percent","Texas!!Percent Margin of Error","Utah!!Estimate","Utah!!Margin of Error","Utah!!Percent","Utah!!Percent Margin of Error","Vermont!!Estimate","Vermont!!Margin of Error","Vermont!!Percent","Vermont!!Percent Margin of Error","Virginia!!Estimate","Virginia!!Margin of Error","Virginia!!Percent","Virginia!!Percent Margin of Error","Washington!!Estimate","Washington!!Margin of Error","Washington!!Percent","Washington!!Percent Margin of Error","West Virginia!!Estimate","West Virginia!!Margin of Error","West Virginia!!Percent","West Virginia!!Percent Margin of Error","Wisconsin!!Estimate","Wisconsin!!Margin of Error","Wisconsin!!Percent","Wisconsin!!Percent Margin of Error","Wyoming!!Estimate","Wyoming!!Margin of Error","Wyoming!!Percent","Wyoming!!Percent Margin of Error","Puerto Rico!!Estimate","Puerto Rico!!Margin of Error","Puerto Rico!!Percent","Puerto Rico!!Percent Margin of Error"
"        2 units","40,094","±3,740","1.8%","±0.2","17,751","±2,382","5.5%","±0.7","41,549","±3,189","1.4%","±0.1","43,794","±3,463","3.2%","±0.2","342,815","±11,775","2.4%","±0.1","35,327","±3,618","1.4%","±0.1","120,980","±5,916","7.9%","±0.4","7,036","±1,701","1.6%","±0.4","10,687","±1,711","3.3%","±0.5","181,427","±8,777","1.9%","±0.1","97,166","±6,229","2.2%","±0.1","13,224","±1,776","2.4%","±0.3","16,451","±2,122","2.2%","±0.3","305,868","±8,383","5.7%","±0.2","69,639","±5,040","2.4%","±0.2","31,364","±2,715","2.2%","±0.2","33,773","±3,599","2.6%","±0.3","59,374","±5,365","3.0%","±0.3","83,877","±4,500","4.0%","±0.2","36,937","±2,670","4.9%","±0.4","36,577","±3,211","1.5%","±0.1","273,079","±8,487","9.3%","±0.3","111,862","±5,413","2.4%","±0.1","54,232","±3,769","2.2%","±0.2","33,719","±3,885","2.5%","±0.3","94,351","±6,032","3.3%","±0.2","13,546","±2,037","2.6%","±0.4","17,388","±2,472","2.0%","±0.3","18,554","±2,311","1.4%","±0.2","34,554","±2,971","5.4%","±0.5","313,537","±9,672","8.6%","±0.3","18,284","±2,433","1.9%","±0.3","848,063","±16,561","10.1%","±0.2","92,360","±6,302","1.9%","±0.1","8,409","±1,748","2.2%","±0.5","214,296","±7,087","4.1%","±0.1","32,294","±2,187","1.8%","±0.1","47,449","±4,347","2.6%","±0.2","246,317","±8,365","4.3%","±0.1","53,827","±3,881","11.4%","±0.8","42,193","±4,100","1.8%","±0.2","7,689","±1,687","1.9%","±0.4","77,928","±5,688","2.6%","±0.2","210,376","±9,875","1.9%","±0.1","27,484","±3,453","2.4%","±0.3","17,565","±1,890","5.2%","±0.6","54,928","±4,028","1.5%","±0.1","71,700","±5,025","2.2%","±0.2","19,452","±2,600","2.2%","±0.3","180,832","±7,063","6.6%","±0.3","5,456","±1,340","1.9%","±0.5","44,764","±3,577","2.9%","±0.2"
"        3 or 4 units","70,458","±4,932","3.1%","±0.2","22,945","±2,358","7.2%","±0.7","105,392","±5,811","3.4%","±0.2","48,582","±4,398","3.5%","±0.3","789,366","±12,945","5.5%","±0.1","79,049","±4,727","3.2%","±0.2","134,603","±6,143","8.8%","±0.4","10,098","±1,723","2.3%","±0.4","21,833","±2,643","6.8%","±0.8","368,452","±10,515","3.8%","±0.1","118,958","±6,624","2.7%","±0.2","21,080","±2,240","3.8%","±0.4","32,346","±3,227","4.3%","±0.4","341,228","±9,294","6.3%","±0.2","97,942","±5,245","3.4%","±0.2","45,405","±3,694","3.2%","±0.3","46,478","±3,683","3.6%","±0.3","83,300","±5,053","4.2%","±0.3","83,878","±5,653","4.0%","±0.3","40,410","±3,319","5.4%","±0.4","52,225","±4,125","2.1%","±0.2","316,292","±8,381","10.8%","±0.3","122,591","±6,219","2.6%","±0.1","50,424","±3,760","2.0%","±0.2","41,298","±3,852","3.1%","±0.3","120,940","±5,887","4.3%","±0.2","27,152","±2,708","5.2%","±0.5","21,648","±2,105","2.5%","±0.2","88,436","±5,098","6.9%","±0.4","34,732","±3,324","5.4%","±0.5","222,902","±8,851","6.1%","±0.2","34,208","±3,325","3.6%","±0.4","589,060","±12,893","7.0%","±0.2","128,647","±6,527","2.7%","±0.1","13,830","±2,301","3.6%","±0.6","229,861","±7,094","4.4%","±0.1","46,792","±3,328","2.7%","±0.2","80,842","±5,597","4.5%","±0.3","234,927","±9,821","4.1%","±0.2","59,242","±4,706","12.6%","±1.0","62,239","±4,211","2.6%","±0.2","13,897","±1,844","3.5%","±0.5","92,093","±6,235","3.0%","±0.2","364,366","±12,499","3.2%","±0.1","49,027","±4,275","4.3%","±0.4","22,261","±2,121","6.6%","±0.6","93,030","±5,253","2.6%","±0.1","112,448","±6,063","3.5%","±0.2","28,169","±3,113","3.1%","±0.3","98,470","±4,887","3.6%","±0.2","11,948","±2,055","4.3%","±0.7","40,678","±3,401","2.6%","±0.2"
"        5 to 9 units","97,787","±6,248","4.3%","±0.3","15,015","±1,917","4.7%","±0.6","122,556","±6,499","4.0%","±0.2","48,544","±3,699","3.5%","±0.3","876,097","±17,922","6.1%","±0.1","114,135","±5,193","4.6%","±0.2","82,042","±5,071","5.4%","±0.3","19,347","±2,087","4.4%","±0.5","24,129","±2,262","7.5%","±0.7","484,184","±12,262","5.0%","±0.1","202,566","±9,711","4.6%","±0.2","35,710","±2,927","6.5%","±0.5","21,536","±2,670","2.9%","±0.4","338,789","±9,320","6.3%","±0.2","148,108","±6,261","5.1%","±0.2","52,720","±3,516","3.7%","±0.2","48,484","±3,790","3.8%","±0.3","93,307","±6,432","4.7%","±0.3","64,778","±5,392","3.1%","±0.3","28,386","±3,060","3.8%","±0.4","120,814","±6,516","4.9%","±0.3","169,171","±5,941","5.8%","±0.2","199,926","±6,462","4.3%","±0.1","52,167","±3,478","2.1%","±0.1","65,085","±4,842","4.9%","±0.4","107,855","±5,937","3.8%","±0.2","13,032","±1,701","2.5%","±0.3","36,446","±2,979","4.3%","±0.3","95,335","±5,055","7.4%","±0.4","34,088","±3,385","5.3%","±0.5","173,592","±6,845","4.8%","±0.2","26,208","±3,002","2.8%","±0.3","432,697","±11,305","5.1%","±0.1","201,868","±8,141","4.3%","±0.2","15,456","±2,238","4.1%","±0.6","245,830","±8,961","4.7%","±0.2","65,341","±4,786","3.7%","±0.3","84,062","±5,218","4.6%","±0.3","189,526","±7,685","3.3%","±0.1","21,731","±3,006","4.6%","±0.6","105,745","±5,456","4.5%","±0.2","16,486","±2,247","4.1%","±0.6","130,558","±7,076","4.3%","±0.2","529,523","±15,475","4.7%","±0.1","37,578","±3,306","3.3%","±0.3","16,413","±2,311","4.8%","±0.7","162,803","±7,270","4.6%","±0.2","152,584","±7,761","4.8%","±0.2","25,424","±2,862","2.8%","±0.3","130,731","±5,979","4.8%","±0.2","11,271","±2,163","4.0%","±0.8","68,388","±4,212","4.4%","±0.3"
"        10 to 19 units","76,626","±5,861","3.4%","±0.3","9,482","±1,518","3.0%","±0.5","135,998","±6,448","4.4%","±0.2","53,218","±4,413","3.8%","±0.3","749,775","±15,110","5.2%","±0.1","137,535","±7,669","5.6%","±0.3","59,136","±4,436","3.9%","±0.3","20,483","±2,470","4.6%","±0.6","32,320","±2,969","10.0%","±0.9","553,526","±14,763","5.7%","±0.2","204,059","±11,074","4.7%","±0.3","26,660","±2,532","4.8%","±0.5","15,223","±1,804","2.0%","±0.2","199,540","±6,956","3.7%","±0.1","103,823","±6,318","3.6%","±0.2","62,432","±4,356","4.4%","±0.3","45,877","±3,781","3.6%","±0.3","72,310","±4,965","3.6%","±0.2","59,826","±5,408","2.9%","±0.3","10,380","±1,621","1.4%","±0.2","201,758","±8,084","8.2%","±0.3","132,109","±6,202","4.5%","±0.2","162,923","±6,227","3.5%","±0.1","82,897","±4,462","3.3%","±0.2","31,199","±3,800","2.3%","±0.3","92,882","±5,724","3.3%","±0.2","13,510","±2,186","2.6%","±0.4","38,649","±2,576","4.5%","±0.3","71,777","±5,160","5.6%","±0.4","22,681","±2,810","3.5%","±0.4","171,485","±7,497","4.7%","±0.2","21,622","±3,251","2.3%","±0.3","349,173","±11,902","4.2%","±0.1","199,505","±8,523","4.2%","±0.2","20,890","±3,094","5.5%","±0.8","197,497","±7,513","3.8%","±0.1","58,040","±3,061","3.3%","±0.2","64,963","±4,597","3.6%","±0.3","153,174","±7,872","2.7%","±0.1","16,629","±2,328","3.5%","±0.5","76,051","±5,192","3.2%","±0.2","17,311","±2,088","4.3%","±0.5","119,293","±6,885","3.9%","±0.2","729,511","±17,119","6.5%","±0.2","52,043","±4,243","4.6%","±0.4","6,373","±1,169","1.9%","±0.3","210,811","±7,736","5.9%","±0.2","160,802","±7,916","5.0%","±0.2","15,196","±2,347","1.7%","±0.3","97,095","±5,361","3.6%","±0.2","6,338","±1,525","2.3%","±0.5","52,679","±4,024","3.4%","±0.3"
"        20 or more units","98,392","±4,843","4.3%","±0.2","16,673","±2,064","5.2%","±0.6","246,845","±7,471","8.0%","±0.2","40,734","±3,765","2.9%","±0.3","1,864,561","±21,230","13.0%","±0.1","284,118","±9,410","11.5%","±0.4","144,071","±5,294","9.4%","±0.3","23,847","±2,544","5.4%","±0.6","118,504","±4,415","36.7%","±1.4","1,377,648","±20,158","14.2%","±0.2","287,643","±9,466","6.6%","±0.2","114,048","±4,278","20.7%","±0.8","28,672","±2,636","3.8%","±0.4","606,930","±10,538","11.3%","±0.2","121,486","±5,545","4.2%","±0.2","90,708","±4,336","6.4%","±0.3","65,277","±3,621","5.1%","±0.3","68,619","±4,346","3.4%","±0.2","98,254","±5,505","4.7%","±0.3","28,357","±2,546","3.8%","±0.3","239,817","±7,710","9.7%","±0.3","337,967","±7,283","11.5%","±0.2","246,269","±7,867","5.3%","±0.2","325,506","±7,311","13.1%","±0.3","34,045","±3,762","2.5%","±0.3","149,934","±6,015","5.3%","±0.2","23,398","±2,940","4.5%","±0.6","63,531","±3,342","7.5%","±0.4","122,753","±5,285","9.5%","±0.4","47,881","±3,201","7.5%","±0.5","435,762","±10,778","12.0%","±0.3","40,390","±3,760","4.3%","±0.4","2,086,575","±18,480","24.8%","±0.2","251,835","±8,430","5.3%","±0.2","60,433","±4,156","15.9%","±1.1","322,601","±8,571","6.2%","±0.2","71,690","±3,581","4.1%","±0.2","165,170","±6,196","9.1%","±0.3","383,498","±8,790","6.7%","±0.2","45,033","±3,641","9.6%","±0.8","120,743","±6,068","5.1%","±0.3","26,973","±2,323","6.7%","±0.6","162,257","±6,769","5.4%","±0.2","1,083,851","±18,837","9.6%","±0.2","87,605","±5,112","7.7%","±0.5","16,305","±2,020","4.8%","±0.6","291,845","±7,418","8.2%","±0.2","380,146","±11,521","11.9%","±0.4","24,143","±2,534","2.7%","±0.3","212,955","±5,816","7.8%","±0.2","9,859","±1,712","3.5%","±0.6","86,805","±3,884","5.6%","±0.3"
"        Mobile home","300,680","±9,345","13.2%","±0.4","13,323","±1,929","4.2%","±0.6","317,116","±8,854","10.3%","±0.3","163,623","±6,040","11.8%","±0.4","537,931","±11,591","3.7%","±0.1","97,976","±6,157","4.0%","±0.2","10,931","±1,879","0.7%","±0.1","33,258","±2,712","7.5%","±0.6","404","±466","0.1%","±0.1","854,599","±14,660","8.8%","±0.2","391,950","±9,754","9.0%","±0.2","1,658","±516","0.3%","±0.1","63,048","±3,690","8.4%","±0.5","131,171","±5,171","2.4%","±0.1","131,535","±5,712","4.5%","±0.2","49,099","±3,087","3.5%","±0.2","57,763","±3,386","4.5%","±0.3","228,536","±7,241","11.4%","±0.4","275,521","±7,944","13.2%","±0.4","61,719","±3,719","8.2%","±0.5","35,770","±3,358","1.4%","±0.1","23,506","±2,404","0.8%","±0.1","247,267","±6,723","5.3%","±0.1","78,941","±2,995","3.2%","±0.1","196,251","±9,014","14.7%","±0.7","170,630","±5,849","6.1%","±0.2","51,580","±3,562","9.9%","±0.7","26,791","±2,327","3.1%","±0.3","69,366","±3,716","5.4%","±0.3","36,269","±3,026","5.6%","±0.5","35,245","±3,427","1.0%","±0.1","159,462","±6,082","16.8%","±0.6","190,184","±6,055","2.3%","±0.1","579,642","±11,426","12.2%","±0.2","27,036","±2,401","7.1%","±0.6","192,006","±8,072","3.7%","±0.2","159,770","±4,170","9.1%","±0.2","134,714","±5,994","7.4%","±0.3","214,090","±5,780","3.7%","±0.1","3,939","±1,041","0.8%","±0.2","361,418","±9,811","15.4%","±0.4","33,656","±2,895","8.4%","±0.7","266,965","±7,846","8.8%","±0.3","770,903","±15,772","6.8%","±0.1","37,153","±3,388","3.3%","±0.3","21,640","±2,095","6.4%","±0.6","173,875","±6,643","4.9%","±0.2","196,470","±7,016","6.1%","±0.2","124,903","±5,169","14.0%","±0.6","90,567","±3,446","3.3%","±0.1","36,424","±3,106","13.0%","±1.1","4,914","±1,050","0.3%","±0.1"
"        Boat, RV, van, etc.","3,512","±1,068","0.2%","±0.1","649","±341","0.2%","±0.1","12,238","±2,008","0.4%","±0.1","1,970","±700","0.1%","±0.1","17,195","±2,102","0.1%","±0.1","1,508","±666","0.1%","±0.1","299","±289","0.0%","±0.1","38","±49","0.0%","±0.1","0","±218","0.0%","±0.1","15,832","±2,088","0.2%","±0.1","4,721","±1,303","0.1%","±0.1","74","±113","0.0%","±0.1","1,735","±826","0.2%","±0.1","1,797","±738","0.0%","±0.1","792","±413","0.0%","±0.1","841","±462","0.1%","±0.1","567","±318","0.0%","±0.1","1,231","±578","0.1%","±0.1","2,620","±813","0.1%","±0.1","423","±305","0.1%","±0.1","399","±279","0.0%","±0.1","1,040","±643","0.0%","±0.1","1,405","±537","0.0%","±0.1","926","±384","0.0%","±0.1","2,082","±960","0.2%","±0.1","4,473","±1,426","0.2%","±0.1","726","±379","0.1%","±0.1","340","±282","0.0%","±0.1","2,085","±671","0.2%","±0.1","155","±174","0.0%","±0.1","1,047","±573","0.0%","±0.1","1,550","±591","0.2%","±0.1","2,189","±822","0.0%","±0.1","3,461","±901","0.1%","±0.1","447","±586","0.1%","±0.2","1,502","±698","0.0%","±0.1","4,004","±942","0.2%","±0.1","5,425","±1,390","0.3%","±0.1","1,269","±435","0.0%","±0.1","89","±110","0.0%","±0.1","1,694","±641","0.1%","±0.1","77","±81","0.0%","±0.1","3,604","±1,053","0.1%","±0.1","22,294","±3,283","0.2%","±0.1","116","±86","0.0%","±0.1","14","±23","0.0%","±0.1","1,277","±728","0.0%","±0.1","6,582","±1,344","0.2%","±0.1","679","±416","0.1%","±0.1","947","±618","0.0%","±0.1","384","±272","0.1%","±0.1","0","±234","0.0%","±0.1"
"YEAR STRUCTURE BUILT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total housing units","2,284,922","±264","2,284,922","(X)","319,867","±200","319,867","(X)","3,076,048","±708","3,076,048","(X)","1,389,159","±337","1,389,159","(X)","14,367,012","±1,286","14,367,012","(X)","2,464,109","±480","2,464,109","(X)","1,524,959","±235","1,524,959","(X)","443,764","±148","443,764","(X)","322,814","±133","322,814","(X)","9,674,053","±581","9,674,053","(X)","4,378,350","±673","4,378,350","(X)","550,328","±252","550,328","(X)","751,113","±140","751,113","(X)","5,388,210","±605","5,388,210","(X)","2,921,115","±396","2,921,115","(X)","1,418,600","±409","1,418,600","(X)","1,288,430","±623","1,288,430","(X)","2,006,335","±404","2,006,335","(X)","2,089,824","±281","2,089,824","(X)","750,964","±155","750,964","(X)","2,470,307","±296","2,470,307","(X)","2,928,818","±274","2,928,818","(X)","4,629,605","±439","4,629,605","(X)","2,477,515","±576","2,477,515","(X)","1,339,047","±222","1,339,047","(X)","2,819,334","±685","2,819,334","(X)","519,938","±159","519,938","(X)","851,167","±429","851,167","(X)","1,285,681","±221","1,285,681","(X)","642,298","±131","642,298","(X)","3,641,854","±1,185","3,641,854","(X)","948,470","±212","948,470","(X)","8,404,205","±839","8,404,205","(X)","4,748,148","±509","4,748,148","(X)","379,974","±499","379,974","(X)","5,232,943","±588","5,232,943","(X)","1,749,520","±257","1,749,520","(X)","1,808,482","±203","1,808,482","(X)","5,732,580","±1,066","5,732,580","(X)","470,177","±67","470,177","(X)","2,351,364","±246","2,351,364","(X)","401,749","±456","401,749","(X)","3,028,437","±636","3,028,437","(X)","11,283,892","±954","11,283,892","(X)","1,133,543","±191","1,133,543","(X)","339,412","±128","339,412","(X)","3,562,258","±463","3,562,258","(X)","3,195,098","±641","3,195,098","(X)","894,983","±173","894,983","(X)","2,725,153","±756","2,725,153","(X)","280,281","±97","280,281","(X)","1,559,505","±7,241","1,559,505","(X)"
"        Built 2014 or later","107,319","±5,530","4.7%","±0.2","12,494","±1,893","3.9%","±0.6","163,504","±6,642","5.3%","±0.2","73,694","±4,396","5.3%","±0.3","454,864","±13,076","3.2%","±0.1","165,934","±6,215","6.7%","±0.3","34,234","±3,470","2.2%","±0.2","30,674","±2,494","6.9%","±0.6","20,330","±2,353","6.3%","±0.7","554,183","±14,263","5.7%","±0.1","252,597","±10,187","5.8%","±0.2","19,287","±2,298","3.5%","±0.4","59,997","±4,150","8.0%","±0.6","118,501","±6,526","2.2%","±0.1","116,388","±6,555","4.0%","±0.2","66,320","±4,348","4.7%","±0.3","51,847","±3,536","4.0%","±0.3","83,060","±5,164","4.1%","±0.3","104,690","±5,939","5.0%","±0.3","20,474","±2,112","2.7%","±0.3","103,519","±5,253","4.2%","±0.2","87,722","±4,919","3.0%","±0.2","116,642","±6,233","2.5%","±0.1","107,018","±4,894","4.3%","±0.2","57,022","±4,440","4.3%","±0.3","101,784","±5,491","3.6%","±0.2","26,363","±2,749","5.1%","±0.5","39,941","±2,832","4.7%","±0.3","76,492","±4,759","5.9%","±0.4","17,875","±1,869","2.8%","±0.3","105,455","±5,377","2.9%","±0.1","28,301","±3,262","3.0%","±0.3","185,317","±7,328","2.2%","±0.1","297,233","±9,145","6.3%","±0.2","34,091","±3,370","9.0%","±0.9","146,052","±6,899","2.8%","±0.1","86,713","±4,680","5.0%","±0.3","81,194","±4,711","4.5%","±0.3","141,920","±5,402","2.5%","±0.1","5,162","±1,249","1.1%","±0.3","181,754","±7,333","7.7%","±0.3","25,327","±2,185","6.3%","±0.5","188,051","±6,745","6.2%","±0.2","1,019,798","±19,333","9.0%","±0.2","100,562","±4,891","8.9%","±0.4","9,909","±1,519","2.9%","±0.4","169,431","±6,806","4.8%","±0.2","197,626","±6,765","6.2%","±0.2","21,212","±2,374","2.4%","±0.3","91,329","±4,247","3.4%","±0.2","11,878","±1,876","4.2%","±0.7","5,721","±1,351","0.4%","±0.1"
"        Built 2010 to 2013","81,097","±5,251","3.5%","±0.2","8,365","±1,355","2.6%","±0.4","89,419","±5,346","2.9%","±0.2","53,746","±4,114","3.9%","±0.3","241,416","±9,207","1.7%","±0.1","76,050","±4,259","3.1%","±0.2","22,093","±2,866","1.4%","±0.2","17,128","±2,299","3.9%","±0.5","12,767","±1,751","4.0%","±0.5","247,860","±9,281","2.6%","±0.1","123,490","±7,821","2.8%","±0.2","15,462","±1,974","2.8%","±0.4","26,234","±3,143","3.5%","±0.4","74,917","±4,017","1.4%","±0.1","67,608","±4,735","2.3%","±0.2","40,607","±3,780","2.9%","±0.3","32,558","±2,848","2.5%","±0.2","56,441","±4,461","2.8%","±0.2","79,414","±5,868","3.8%","±0.3","15,917","±2,088","2.1%","±0.3","57,669","±4,322","2.3%","±0.2","47,797","±3,662","1.6%","±0.1","56,123","±3,233","1.2%","±0.1","57,849","±3,840","2.3%","±0.2","41,008","±4,307","3.1%","±0.3","67,963","±4,043","2.4%","±0.1","18,173","±2,083","3.5%","±0.4","24,058","±2,487","2.8%","±0.3","43,718","±4,348","3.4%","±0.3","13,897","±1,959","2.2%","±0.3","61,943","±4,225","1.7%","±0.1","25,710","±2,787","2.7%","±0.3","129,945","±5,552","1.5%","±0.1","186,894","±7,853","3.9%","±0.2","29,113","±2,996","7.7%","±0.8","81,724","±4,170","1.6%","±0.1","63,981","±3,500","3.7%","±0.2","41,752","±3,393","2.3%","±0.2","83,586","±4,680","1.5%","±0.1","3,138","±986","0.7%","±0.2","92,178","±5,934","3.9%","±0.3","15,301","±1,714","3.8%","±0.4","96,275","±5,197","3.2%","±0.2","558,052","±12,966","4.9%","±0.1","52,872","±3,831","4.7%","±0.3","7,746","±1,200","2.3%","±0.4","108,991","±4,627","3.1%","±0.1","105,221","±4,773","3.3%","±0.1","19,789","±2,585","2.2%","±0.3","50,273","±3,131","1.8%","±0.1","9,692","±1,871","3.5%","±0.7","15,241","±2,172","1.0%","±0.1"
"        Built 2000 to 2009","335,657","±9,074","14.7%","±0.4","47,512","±2,714","14.9%","±0.8","698,129","±12,457","22.7%","±0.4","212,641","±5,883","15.3%","±0.4","1,536,326","±21,549","10.7%","±0.1","404,227","±9,478","16.4%","±0.4","99,013","±5,018","6.5%","±0.3","70,457","±3,730","15.9%","±0.8","28,399","±2,914","8.8%","±0.9","1,764,689","±21,207","18.2%","±0.2","871,654","±15,049","19.9%","±0.3","67,001","±3,758","12.2%","±0.7","144,715","±5,369","19.3%","±0.7","569,942","±12,355","10.6%","±0.2","333,485","±7,552","11.4%","±0.3","149,280","±5,302","10.5%","±0.4","135,764","±6,195","10.5%","±0.5","270,350","±7,758","13.5%","±0.4","300,590","±9,997","14.4%","±0.5","87,255","±4,572","11.6%","±0.6","269,754","±7,722","10.9%","±0.3","203,499","±6,829","6.9%","±0.2","447,095","±8,963","9.7%","±0.2","316,236","±6,556","12.8%","±0.3","214,095","±7,593","16.0%","±0.6","351,713","±9,225","12.5%","±0.3","75,610","±3,988","14.5%","±0.8","92,116","±3,516","10.8%","±0.4","326,736","±7,635","25.4%","±0.6","73,048","±4,451","11.4%","±0.7","323,354","±9,814","8.9%","±0.3","133,869","±5,691","14.1%","±0.6","501,208","±10,144","6.0%","±0.1","863,528","±14,869","18.2%","±0.3","41,167","±3,552","10.8%","±0.9","478,360","±10,647","9.1%","±0.2","225,658","±5,710","12.9%","±0.3","250,094","±8,337","13.8%","±0.5","450,113","±7,866","7.9%","±0.1","24,977","±2,484","5.3%","±0.5","429,382","±9,062","18.3%","±0.4","54,788","±2,876","13.6%","±0.7","475,721","±11,557","15.7%","±0.4","1,996,217","±24,201","17.7%","±0.2","215,127","±6,290","19.0%","±0.6","37,503","±2,658","11.0%","±0.8","521,923","±10,217","14.7%","±0.3","462,965","±10,523","14.5%","±0.3","85,717","±4,595","9.6%","±0.5","327,325","±6,977","12.0%","±0.3","39,005","±3,811","13.9%","±1.4","188,411","±6,485","12.1%","±0.4"
