"Label (Grouping)","Alabama!!Estimate","Alabama!!Margin of Error","Alabama!!Percent","Alabama!!Percent Margin of Error","Alaska!!Estimate","Alaska!!Margin of Error","Alaska!!Percent","Alaska!!Percent Margin of Error","Arizona!!Estimate","Arizona!!Margin of Error","Arizona!!Percent","Arizona!!Percent Margin of Error","Arkansas!!Estimate","Arkansas!!Margin of Error","Arkansas!!Percent","Arkansas!!Percent Margin of Error","California!!Estimate","California!!Margin of Error","California!!Percent","California!!Percent Margin of Error","Colorado!!Estimate","Colorado!!Margin of Error","Colorado!!Percent","Colorado!!Percent Margin of Error","Connecticut!!Estimate","Connecticut!!Margin of Error","Connecticut!!Percent","Connecticut!!Percent Margin of Error","Delaware!!Estimate","Delaware!!Margin of Error","Delaware!!Percent","Delaware!!Percent Margin of Error","District of Columbia!!Estimate","District of Columbia!!Margin of Error","District of Columbia!!Percent","District of Columbia!!Percent Margin of Error","Florida!!Estimate","Florida!!Margin of Error","Florida!!Percent","Florida!!Percent Margin of Error","Georgia!!Estimate","Georgia!!Margin of Error","Georgia!!Percent","Georgia!!Percent Margin of Error","Hawaii!!Estimate","Hawaii!!Margin of Error","Hawaii!!Percent","Hawaii!!Percent Margin of Error","Idaho!!Estimate","Idaho!!Margin of Error","Idaho!!Percent","Idaho!!Percent Margin of Error","Illinois!!Estimate","Illinois!!Margin of Error","Illinois!!Percent","Illinois!!Percent Margin of Error","Indiana!!Estimate","Indiana!!Margin of Error","Indiana!!Percent","Indiana!!Percent Margin of Error","Iowa!!Estimate","Iowa!!Margin of Error","Iowa!!Percent","Iowa!!Percent Margin of Error","Kansas!!Estimate","Kansas!!Margin of Error","Kansas!!Percent","Kansas!!Percent Margin of Error","Kentucky!!Estimate","Kentucky!!Margin of Error","Kentucky!!Percent","Kentucky!!Percent Margin of Error","Louisiana!!Estimate","Louisiana!!Margin of Error","Louisiana!!Percent","Louisiana!!Percent Margin of Error","Maine!!Estimate","Maine!!Margin of Error","Maine!!Percent","Maine!!Percent Margin of Error","Maryland!!Estimate","Maryland!!Margin of Error","Maryland!!Percent","Maryland!!Percent Margin of Error","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","Michigan!!Estimate","Michigan!!Margin of Error","Michigan!!Percent","Michigan!!Percent Margin of Error","Minnesota!!Estimate","Minnesota!!Margin of Error","Minnesota!!Percent","Minnesota!!Percent Margin of Error","Mississippi!!Estimate","Mississippi!!Margin of Error","Mississippi!!Percent","Mississippi!!Percent Margin of Error","Missouri!!Estimate","Missouri!!Margin of Error","Missouri!!Percent","Missouri!!Percent Margin of Error","Montana!!Estimate","Montana!!Margin of Error","Montana!!Percent","Montana!!Percent Margin of Error","Nebraska!!Estimate","Nebraska!!Margin of Error","Nebraska!!Percent","Nebraska!!Percent Margin of Error","Nevada!!Estimate","Nevada!!Margin of Error","Nevada!!Percent","Nevada!!Percent Margin of Error","New Hampshire!!Estimate","New Hampshire!!Margin of Error","New Hampshire!!Percent","New Hampshire!!Percent Margin of Error","New Jersey!!Estimate","New Jersey!!Margin of Error","New Jersey!!Percent","New Jersey!!Percent Margin of Error","New Mexico!!Estimate","New Mexico!!Margin of Error","New Mexico!!Percent","New Mexico!!Percent Margin of Error","New York!!Estimate","New York!!Margin of Error","New York!!Percent","New York!!Percent Margin of Error","North Carolina!!Estimate","North Carolina!!Margin of Error","North Carolina!!Percent","North Carolina!!Percent Margin of Error","North Dakota!!Estimate","North Dakota!!Margin of Error","North Dakota!!Percent","North Dakota!!Percent Margin of Error","Ohio!!Estimate","Ohio!!Margin of Error","Ohio!!Percent","Ohio!!Percent Margin of Error","Oklahoma!!Estimate","Oklahoma!!Margin of Error","Oklahoma!!Percent","Oklahoma!!Percent Margin of Error","Oregon!!Estimate","Oregon!!Margin of Error","Oregon!!Percent","Oregon!!Percent Margin of Error","Pennsylvania!!Estimate","Pennsylvania!!Margin of Error","Pennsylvania!!Percent","Pennsylvania!!Percent Margin of Error","Rhode Island!!Estimate","Rhode Island!!Margin of Error","Rhode Island!!Percent","Rhode Island!!Percent Margin of Error","South Carolina!!Estimate","South Carolina!!Margin of Error","South Carolina!!Percent","South Carolina!!Percent Margin of Error","South Dakota!!Estimate","South Dakota!!Margin of Error","South Dakota!!Percent","South Dakota!!Percent Margin of Error","Tennessee!!Estimate","Tennessee!!Margin of Error","Tennessee!!Percent","Tennessee!!Percent Margin of Error","Texas!!Estimate","Texas!!Margin of Error","Texas!!Percent","Texas!!Percent Margin of Error","Utah!!Estimate","Utah!!Margin of Error","Utah!!Percent","Utah!!Percent Margin of Error","Vermont!!Estimate","Vermont!!Margin of Error","Vermont!!Percent","Vermont!!Percent Margin of Error","Virginia!!Estimate","Virginia!!Margin of Error","Virginia!!Percent","Virginia!!Percent Margin of Error","Washington!!Estimate","Washington!!Margin of Error","Washington!!Percent","Washington!!Percent Margin of Error","West Virginia!!Estimate","West Virginia!!Margin of Error","West Virginia!!Percent","West Virginia!!Percent Margin of Error","Wisconsin!!Estimate","Wisconsin!!Margin of Error","Wisconsin!!Percent","Wisconsin!!Percent Margin of Error","Wyoming!!Estimate","Wyoming!!Margin of Error","Wyoming!!Percent","Wyoming!!Percent Margin of Error","Puerto Rico!!Estimate","Puerto Rico!!Margin of Error","Puerto Rico!!Percent","Puerto Rico!!Percent Margin of Error"
"        Less than 20.0 percent","372,308","±9,582","54.0%","±1.0","44,873","±3,127","43.8%","±2.4","500,316","±9,515","46.9%","±0.7","229,067","±7,515","56.1%","±1.4","1,700,105","±18,490","34.3%","±0.3","453,728","±8,969","45.8%","±0.8","251,509","±6,084","41.4%","±0.9","72,766","±3,401","44.3%","±1.9","44,789","±2,724","49.4%","±2.6","1,189,945","±16,169","41.5%","±0.5","790,737","±13,673","50.8%","±0.7","59,239","±3,391","34.9%","±1.8","136,736","±5,593","47.3%","±1.5","916,757","±13,220","46.0%","±0.6","669,254","±10,692","57.6%","±0.7","299,444","±6,990","55.3%","±1.0","228,232","±6,298","51.7%","±1.0","354,775","±8,658","54.0%","±1.0","300,942","±10,307","51.1%","±1.3","117,122","±3,932","47.5%","±1.4","482,669","±8,470","45.1%","±0.7","456,642","±8,318","41.5%","±0.6","885,870","±12,416","53.2%","±0.6","525,727","±6,818","51.5%","±0.6","187,391","±5,872","51.7%","±1.5","526,418","±10,211","53.6%","±0.8","70,064","±3,386","42.8%","±2.0","161,828","±5,134","54.0%","±1.3","185,475","±4,697","42.9%","±1.0","97,598","±4,529","40.5%","±1.6","504,850","±8,518","36.8%","±0.6","122,666","±4,877","44.3%","±1.6","986,404","±14,136","41.9%","±0.5","826,325","±13,378","51.1%","±0.6","59,095","±3,386","55.7%","±2.2","1,037,487","±14,756","54.1%","±0.6","277,145","±5,380","53.3%","±0.9","272,034","±6,471","40.9%","±0.9","1,024,317","±12,257","49.5%","±0.5","67,850","±4,003","39.6%","±2.0","388,702","±9,287","50.1%","±0.9","65,148","±3,131","50.5%","±2.0","509,097","±9,617","50.7%","±0.8","1,564,836","±19,289","46.1%","±0.5","231,803","±5,405","47.3%","±1.0","47,722","±2,439","41.0%","±1.7","654,155","±12,396","46.3%","±0.7","511,066","±10,025","41.6%","±0.7","137,181","±4,827","56.5%","±1.3","509,953","±9,140","51.0%","±0.7","46,333","±3,585","49.1%","±2.7","90,855","±4,385","30.6%","±1.3"
"        20.0 to 24.9 percent","93,739","±3,949","13.6%","±0.5","15,800","±1,638","15.4%","±1.6","168,269","±5,646","15.8%","±0.5","52,667","±3,446","12.9%","±0.9","758,428","±11,861","15.3%","±0.2","161,737","±5,961","16.3%","±0.6","102,647","±4,957","16.9%","±0.8","23,400","±2,211","14.3%","±1.4","13,687","±1,814","15.1%","±1.9","426,612","±10,902","14.9%","±0.3","227,795","±8,465","14.6%","±0.5","24,636","±2,346","14.5%","±1.3","43,767","±3,164","15.1%","±1.0","322,771","±6,301","16.2%","±0.3","164,288","±5,573","14.1%","±0.4","85,356","±4,171","15.8%","±0.7","73,579","±3,521","16.7%","±0.8","97,164","±5,221","14.8%","±0.7","82,355","±5,250","14.0%","±0.8","40,756","±3,036","16.5%","±1.2","183,810","±6,143","17.2%","±0.5","185,161","±6,630","16.8%","±0.6","247,929","±7,372","14.9%","±0.4","172,440","±5,181","16.9%","±0.5","51,185","±4,255","14.1%","±1.1","154,981","±5,810","15.8%","±0.6","26,352","±2,561","16.1%","±1.5","48,465","±2,651","16.2%","±0.9","70,678","±3,683","16.4%","±0.8","43,680","±2,953","18.1%","±1.1","227,856","±6,925","16.6%","±0.5","42,402","±3,267","15.3%","±1.1","351,735","±9,422","14.9%","±0.4","236,097","±7,564","14.6%","±0.5","17,368","±2,065","16.4%","±1.7","286,471","±7,550","14.9%","±0.4","76,423","±3,499","14.7%","±0.7","110,006","±4,901","16.5%","±0.7","319,481","±8,157","15.5%","±0.4","27,296","±2,558","16.0%","±1.5","114,188","±5,687","14.7%","±0.7","21,427","±1,888","16.6%","±1.3","151,389","±6,080","15.1%","±0.5","547,961","±14,441","16.2%","±0.4","86,864","±4,354","17.7%","±0.8","20,230","±1,795","17.4%","±1.5","250,539","±7,379","17.7%","±0.5","210,753","±6,346","17.1%","±0.5","31,129","±2,402","12.8%","±0.9","162,891","±4,494","16.3%","±0.5","14,496","±1,940","15.4%","±2.0","44,312","±3,527","14.9%","±1.2"
"        25.0 to 29.9 percent","60,532","±3,856","8.8%","±0.5","12,548","±1,624","12.2%","±1.5","110,544","±5,309","10.4%","±0.5","33,159","±2,922","8.1%","±0.7","606,024","±11,699","12.2%","±0.2","105,131","±4,516","10.6%","±0.4","68,084","±4,229","11.2%","±0.7","17,238","±1,872","10.5%","±1.1","8,630","±1,473","9.5%","±1.6","303,753","±9,890","10.6%","±0.3","147,371","±7,575","9.5%","±0.5","20,070","±2,060","11.8%","±1.2","34,387","±3,538","11.9%","±1.2","211,680","±7,075","10.6%","±0.3","97,515","±4,831","8.4%","±0.4","48,720","±3,354","9.0%","±0.6","44,039","±3,438","10.0%","±0.8","53,696","±3,677","8.2%","±0.6","52,751","±3,889","9.0%","±0.6","24,688","±2,231","10.0%","±0.9","114,877","±4,645","10.7%","±0.4","127,774","±5,148","11.6%","±0.4","153,766","±4,891","9.2%","±0.3","104,169","±3,967","10.2%","±0.4","32,753","±3,365","9.0%","±0.9","92,576","±4,778","9.4%","±0.5","19,062","±2,035","11.6%","±1.2","28,396","±2,408","9.5%","±0.8","45,296","±2,629","10.5%","±0.6","29,500","±2,587","12.2%","±1.0","171,809","±6,717","12.5%","±0.5","30,132","±3,081","10.9%","±1.1","244,259","±6,823","10.4%","±0.3","151,787","±6,303","9.4%","±0.4","11,149","±1,614","10.5%","±1.4","179,109","±5,863","9.3%","±0.3","48,304","±2,646","9.3%","±0.5","77,776","±4,233","11.7%","±0.6","212,966","±6,381","10.3%","±0.3","19,800","±2,102","11.6%","±1.1","74,522","±4,799","9.6%","±0.6","13,942","±1,876","10.8%","±1.4","100,164","±5,453","10.0%","±0.5","352,597","±11,611","10.4%","±0.3","57,737","±3,947","11.8%","±0.8","13,391","±1,488","11.5%","±1.2","148,503","±7,023","10.5%","±0.5","150,282","±5,889","12.2%","±0.5","18,990","±2,187","7.8%","±0.9","102,086","±4,039","10.2%","±0.4","11,079","±1,794","11.7%","±1.8","31,947","±2,806","10.7%","±0.9"
"        30.0 to 34.9 percent","36,573","±3,458","5.3%","±0.5","6,844","±1,092","6.7%","±1.1","71,704","±4,355","6.7%","±0.4","22,183","±2,632","5.4%","±0.6","435,915","±9,711","8.8%","±0.2","64,508","±3,675","6.5%","±0.4","42,830","±3,242","7.0%","±0.5","13,007","±1,780","7.9%","±1.0","6,022","±1,184","6.6%","±1.2","210,375","±7,298","7.3%","±0.3","92,967","±5,357","6.0%","±0.3","15,847","±2,098","9.3%","±1.1","19,825","±2,451","6.9%","±0.8","132,225","±5,549","6.6%","±0.3","59,348","±4,433","5.1%","±0.4","28,680","±2,060","5.3%","±0.4","27,105","±2,607","6.1%","±0.6","37,917","±2,997","5.8%","±0.5","35,013","±3,240","5.9%","±0.5","16,649","±1,728","6.8%","±0.7","81,125","±4,758","7.6%","±0.4","81,845","±4,739","7.4%","±0.4","95,197","±3,627","5.7%","±0.2","60,700","±3,513","5.9%","±0.3","22,124","±2,237","6.1%","±0.6","53,561","±4,367","5.5%","±0.4","12,602","±1,530","7.7%","±0.9","17,750","±1,671","5.9%","±0.5","32,968","±2,900","7.6%","±0.7","21,520","±2,543","8.9%","±1.0","115,590","±4,936","8.4%","±0.4","18,329","±1,964","6.6%","±0.7","168,766","±6,176","7.2%","±0.3","100,369","±5,036","6.2%","±0.3","6,422","±1,115","6.0%","±1.1","107,817","±4,954","5.6%","±0.2","31,924","±2,282","6.1%","±0.4","52,652","±3,518","7.9%","±0.5","127,625","±6,411","6.2%","±0.3","14,553","±2,070","8.5%","±1.1","46,413","±4,255","6.0%","±0.5","9,433","±1,569","7.3%","±1.2","63,754","±4,161","6.3%","±0.4","233,050","±10,134","6.9%","±0.3","32,976","±3,287","6.7%","±0.6","8,572","±1,080","7.4%","±0.9","99,484","±5,043","7.0%","±0.4","95,026","±5,001","7.7%","±0.4","13,627","±2,200","5.6%","±0.9","59,194","±3,333","5.9%","±0.3","6,166","±1,052","6.5%","±1.1","27,477","±2,598","9.2%","±0.8"
"        35.0 percent or more","126,470","±6,113","18.3%","±0.9","22,479","±2,311","21.9%","±2.1","215,776","±8,071","20.2%","±0.7","71,073","±4,593","17.4%","±1.0","1,459,807","±18,429","29.4%","±0.3","204,654","±7,500","20.7%","±0.7","142,726","±6,182","23.5%","±0.9","37,711","±3,035","23.0%","±1.7","17,608","±1,966","19.4%","±2.0","737,593","±15,052","25.7%","±0.5","296,969","±10,653","19.1%","±0.6","50,088","±3,189","29.5%","±1.6","54,301","±3,937","18.8%","±1.3","411,492","±9,843","20.6%","±0.5","171,377","±5,846","14.8%","±0.5","78,816","±3,859","14.6%","±0.7","68,259","±3,781","15.5%","±0.8","113,936","±5,031","17.3%","±0.7","118,049","±5,881","20.0%","±0.9","47,422","±3,062","19.2%","±1.1","208,277","±7,756","19.5%","±0.7","250,166","±7,148","22.7%","±0.6","283,155","±8,031","17.0%","±0.4","158,682","±4,739","15.5%","±0.4","68,991","±4,273","19.0%","±1.0","154,851","±6,410","15.8%","±0.6","35,654","±3,205","21.8%","±1.8","43,068","±2,775","14.4%","±0.9","97,634","±4,161","22.6%","±0.9","48,676","±3,472","20.2%","±1.4","352,221","±9,599","25.7%","±0.6","63,384","±4,704","22.9%","±1.5","603,540","±12,373","25.6%","±0.4","301,393","±8,191","18.7%","±0.5","12,145","±1,710","11.4%","±1.6","307,106","±7,742","16.0%","±0.4","85,899","±3,801","16.5%","±0.7","153,421","±6,264","23.0%","±0.8","383,194","±8,403","18.5%","±0.4","41,627","±3,161","24.3%","±1.7","152,558","±6,533","19.6%","±0.8","19,075","±2,026","14.8%","±1.5","180,548","±6,406","18.0%","±0.6","694,420","±13,440","20.5%","±0.4","80,715","±3,700","16.5%","±0.7","26,362","±2,168","22.7%","±1.7","261,564","±7,154","18.5%","±0.5","262,587","±7,282","21.4%","±0.5","42,011","±3,138","17.3%","±1.3","166,040","±4,699","16.6%","±0.5","16,340","±1,873","17.3%","±1.9","102,665","±4,329","34.5%","±1.4"
"        Not computed","4,745","±1,190","(X)","(X)","162","±117","(X)","(X)","5,893","±1,360","(X)","(X)","1,986","±655","(X)","(X)","28,432","±3,331","(X)","(X)","4,598","±1,068","(X)","(X)","1,660","±587","(X)","(X)","1,303","±730","(X)","(X)","443","±306","(X)","(X)","22,686","±2,731","(X)","(X)","12,273","±1,900","(X)","(X)","992","±625","(X)","(X)","1,485","±976","(X)","(X)","7,499","±1,364","(X)","(X)","4,508","±1,052","(X)","(X)","2,092","±651","(X)","(X)","1,343","±533","(X)","(X)","4,032","±1,214","(X)","(X)","4,623","±1,222","(X)","(X)","707","±267","(X)","(X)","2,876","±870","(X)","(X)","3,911","±1,119","(X)","(X)","5,982","±1,087","(X)","(X)","3,256","±862","(X)","(X)","2,760","±854","(X)","(X)","4,021","±1,140","(X)","(X)","463","±300","(X)","(X)","910","±466","(X)","(X)","3,019","±796","(X)","(X)","1,102","±541","(X)","(X)","5,319","±1,263","(X)","(X)","2,912","±940","(X)","(X)","11,687","±1,842","(X)","(X)","7,764","±1,341","(X)","(X)","238","±167","(X)","(X)","6,886","±1,140","(X)","(X)","2,374","±549","(X)","(X)","2,091","±729","(X)","(X)","8,568","±1,244","(X)","(X)","310","±221","(X)","(X)","4,221","±892","(X)","(X)","298","±221","(X)","(X)","5,948","±1,129","(X)","(X)","15,502","±2,477","(X)","(X)","1,802","±725","(X)","(X)","478","±254","(X)","(X)","5,276","±1,104","(X)","(X)","4,042","±818","(X)","(X)","2,015","±846","(X)","(X)","2,937","±716","(X)","(X)","347","±348","(X)","(X)","5,028","±1,084","(X)","(X)"
"    Housing unit without a mortgage (excluding units where SMOCAPI cannot be computed)","556,370","±8,784","556,370","(X)","63,783","±2,824","63,783","(X)","608,454","±10,071","608,454","(X)","345,014","±7,182","345,014","(X)","2,142,940","±18,531","2,142,940","(X)","419,719","±8,418","419,719","(X)","294,536","±6,022","294,536","(X)","94,679","±3,489","94,679","(X)","29,649","±2,290","29,649","(X)","2,215,219","±20,184","2,215,219","(X)","842,002","±14,485","842,002","(X)","93,653","±3,301","93,653","(X)","160,242","±4,829","160,242","(X)","1,192,068","±14,372","1,192,068","(X)","617,113","±9,106","617,113","(X)","357,507","±6,560","357,507","(X)","303,091","±6,538","303,091","(X)","497,809","±9,101","497,809","(X)","533,532","±9,560","533,532","(X)","157,265","±3,985","157,265","(X)","404,946","±6,885","404,946","(X)","509,518","±7,680","509,518","(X)","1,128,265","±11,690","1,128,265","(X)","538,299","±7,244","538,299","(X)","383,626","±9,053","383,626","(X)","630,513","±8,832","630,513","(X)","125,794","±4,344","125,794","(X)","202,915","±4,646","202,915","(X)","203,165","±5,489","203,165","(X)","135,883","±4,957","135,883","(X)","694,861","±9,814","694,861","(X)","237,766","±6,547","237,766","(X)","1,568,529","±15,297","1,568,529","(X)","976,859","±13,104","976,859","(X)","92,190","±3,747","92,190","(X)","1,148,064","±14,611","1,148,064","(X)","444,594","±6,856","444,594","(X)","352,587","±7,876","352,587","(X)","1,389,438","±12,597","1,389,438","(X)","78,853","±3,644","78,853","(X)","545,684","±10,793","545,684","(X)","103,807","±3,576","103,807","(X)","704,606","±11,940","704,606","(X)","2,588,489","±20,078","2,588,489","(X)","210,396","±5,460","210,396","(X)","71,198","±2,778","71,198","(X)","664,196","±9,512","664,196","(X)","578,334","±8,468","578,334","(X)","284,268","±6,577","284,268","(X)","583,038","±7,527","583,038","(X)","66,079","±3,301","66,079","(X)","470,136","±8,006","470,136","(X)"
"        Less than 10.0 percent","280,541","±6,772","50.4%","±1.0","32,936","±2,271","51.6%","±2.8","312,341","±7,826","51.3%","±1.0","177,879","±5,563","51.6%","±1.2","992,125","±13,640","46.3%","±0.5","220,645","±6,605","52.6%","±1.0","88,623","±4,172","30.1%","±1.2","46,494","±2,743","49.1%","±2.6","15,709","±1,666","53.0%","±4.0","938,101","±15,250","42.3%","±0.5","419,559","±11,168","49.8%","±0.9","51,439","±2,443","54.9%","±2.1","86,008","±4,232","53.7%","±2.0","443,745","±9,096","37.2%","±0.6","312,204","±7,472","50.6%","±0.9","156,932","±4,474","43.9%","±1.1","126,327","±4,328","41.7%","±1.1","239,679","±6,140","48.1%","±1.0","283,585","±8,270","53.2%","±1.1","64,522","±2,824","41.0%","±1.6","198,189","±5,700","48.9%","±1.1","170,151","±5,486","33.4%","±1.0","469,950","±8,333","41.7%","±0.6","251,403","±6,397","46.7%","±0.9","184,041","±7,068","48.0%","±1.2","279,385","±7,773","44.3%","±1.0","60,286","±3,721","47.9%","±2.1","84,936","±2,943","41.9%","±1.3","111,809","±4,632","55.0%","±1.8","40,467","±3,193","29.8%","±2.0","187,587","±5,323","27.0%","±0.7","128,546","±5,668","54.1%","±1.7","576,721","±10,924","36.8%","±0.6","467,841","±10,120","47.9%","±0.8","50,275","±2,897","54.5%","±1.9","502,352","±9,752","43.8%","±0.7","213,075","±5,326","47.9%","±1.0","154,060","±5,856","43.7%","±1.4","551,435","±9,509","39.7%","±0.6","26,931","±2,280","34.2%","±2.7","268,867","±7,256","49.3%","±0.9","46,923","±2,405","45.2%","±1.9","354,691","±9,313","50.3%","±1.0","1,134,960","±16,324","43.8%","±0.5","127,127","±4,170","60.4%","±1.7","21,510","±1,675","30.2%","±2.1","324,974","±7,097","48.9%","±0.9","249,717","±6,946","43.2%","±1.1","141,849","±4,560","49.9%","±1.6","232,004","±5,163","39.8%","±0.7","35,238","±2,360","53.3%","±2.4","246,637","±6,698","52.5%","±1.2"
"        10.0 to 14.9 percent","103,245","±5,235","18.6%","±0.9","11,462","±1,490","18.0%","±2.0","105,796","±4,944","17.4%","±0.7","63,761","±3,309","18.5%","±0.9","365,657","±10,600","17.1%","±0.4","72,887","±3,589","17.4%","±0.8","61,793","±3,254","21.0%","±1.0","17,804","±1,887","18.8%","±1.9","5,247","±1,124","17.7%","±3.4","408,267","±8,826","18.4%","±0.4","160,300","±6,592","19.0%","±0.7","15,386","±1,711","16.4%","±1.6","30,740","±2,447","19.2%","±1.5","251,892","±7,640","21.1%","±0.6","121,190","±4,698","19.6%","±0.7","78,577","±3,455","22.0%","±0.8","65,914","±3,558","21.7%","±1.1","96,377","±4,367","19.4%","±0.8","90,047","±4,259","16.9%","±0.8","30,626","±2,284","19.5%","±1.4","76,193","±4,459","18.8%","±1.0","94,896","±4,282","18.6%","±0.7","230,506","±6,969","20.4%","±0.6","106,819","±3,660","19.8%","±0.7","72,428","±3,987","18.9%","±1.0","131,417","±4,063","20.8%","±0.6","24,090","±2,000","19.2%","±1.6","42,974","±2,050","21.2%","±1.0","34,102","±2,668","16.8%","±1.2","28,185","±2,050","20.7%","±1.4","140,749","±4,717","20.3%","±0.6","36,937","±2,977","15.5%","±1.2","291,854","±7,463","18.6%","±0.5","186,005","±7,593","19.0%","±0.7","16,353","±1,713","17.7%","±1.7","243,134","±6,941","21.2%","±0.5","90,084","±3,848","20.3%","±0.8","67,200","±4,064","19.1%","±1.0","278,309","±6,569","20.0%","±0.5","15,113","±1,660","19.2%","±1.9","100,179","±4,682","18.4%","±0.8","21,938","±2,041","21.1%","±1.7","133,177","±5,373","18.9%","±0.7","539,528","±12,118","20.8%","±0.4","34,710","±2,805","16.5%","±1.2","13,094","±1,211","18.4%","±1.6","124,698","±5,443","18.8%","±0.7","116,112","±5,439","20.1%","±0.9","56,037","±3,815","19.7%","±1.2","129,236","±4,394","22.2%","±0.7","13,303","±1,549","20.1%","±2.1","84,714","±4,319","18.0%","±0.8"
"        15.0 to 19.9 percent","55,738","±3,570","10.0%","±0.6","6,007","±915","9.4%","±1.4","64,764","±3,616","10.6%","±0.6","35,103","±2,702","10.2%","±0.7","220,637","±6,569","10.3%","±0.3","38,992","±2,488","9.3%","±0.6","38,196","±3,001","13.0%","±1.0","7,767","±1,278","8.2%","±1.3","2,474","±781","8.3%","±2.6","246,498","±9,139","11.1%","±0.4","81,234","±4,646","9.6%","±0.5","7,640","±1,241","8.2%","±1.3","16,321","±2,116","10.2%","±1.2","145,584","±4,438","12.2%","±0.3","62,512","±3,430","10.1%","±0.5","43,025","±2,603","12.0%","±0.7","36,718","±2,788","12.1%","±0.9","53,604","±3,608","10.8%","±0.7","53,722","±4,137","10.1%","±0.7","18,898","±1,714","12.0%","±1.0","39,277","±2,508","9.7%","±0.6","67,029","±3,872","13.2%","±0.7","129,130","±4,786","11.4%","±0.4","59,423","±2,789","11.0%","±0.5","38,040","±3,051","9.9%","±0.8","78,207","±4,261","12.4%","±0.6","12,975","±1,680","10.3%","±1.4","25,586","±2,156","12.6%","±1.0","17,303","±2,152","8.5%","±1.0","18,755","±2,351","13.8%","±1.5","93,090","±4,232","13.4%","±0.6","23,986","±2,479","10.1%","±1.0","183,332","±5,542","11.7%","±0.3","106,365","±4,530","10.9%","±0.5","8,415","±1,206","9.1%","±1.3","132,619","±6,139","11.6%","±0.5","47,606","±2,973","10.7%","±0.6","42,765","±3,429","12.1%","±0.9","169,648","±5,902","12.2%","±0.4","9,734","±1,429","12.3%","±1.8","58,843","±3,913","10.8%","±0.7","14,220","±1,639","13.7%","±1.6","72,326","±4,034","10.3%","±0.6","298,479","±7,712","11.5%","±0.3","16,274","±1,990","7.7%","±0.9","10,270","±1,160","14.4%","±1.6","69,075","±4,252","10.4%","±0.6","69,512","±3,441","12.0%","±0.5","30,585","±2,860","10.8%","±0.9","71,829","±3,274","12.3%","±0.5","5,603","±1,136","8.5%","±1.7","44,031","±3,325","9.4%","±0.7"
"        20.0 to 24.9 percent","32,768","±2,936","5.9%","±0.5","3,500","±895","5.5%","±1.4","34,557","±2,890","5.7%","±0.5","21,263","±1,870","6.2%","±0.5","129,447","±4,425","6.0%","±0.2","21,887","±2,142","5.2%","±0.5","22,958","±2,139","7.8%","±0.7","5,955","±1,193","6.3%","±1.3","1,298","±498","4.4%","±1.7","163,326","±6,852","7.4%","±0.3","50,663","±3,396","6.0%","±0.4","5,297","±994","5.7%","±1.1","8,217","±1,272","5.1%","±0.8","89,113","±3,955","7.5%","±0.3","34,551","±2,797","5.6%","±0.4","23,346","±2,022","6.5%","±0.5","20,497","±1,952","6.8%","±0.6","29,858","±2,955","6.0%","±0.6","30,403","±2,516","5.7%","±0.5","10,762","±1,280","6.8%","±0.8","24,828","±2,185","6.1%","±0.5","43,547","±3,297","8.5%","±0.6","83,301","±3,375","7.4%","±0.3","35,944","±2,069","6.7%","±0.4","26,539","±2,708","6.9%","±0.7","41,517","±2,685","6.6%","±0.4","8,022","±1,330","6.4%","±1.0","13,991","±1,414","6.9%","±0.7","12,622","±1,682","6.2%","±0.8","11,818","±1,543","8.7%","±1.2","63,666","±3,979","9.2%","±0.6","13,893","±2,221","5.8%","±0.9","125,370","±5,357","8.0%","±0.3","62,140","±3,756","6.4%","±0.4","5,279","±955","5.7%","±1.0","81,912","±4,853","7.1%","±0.4","28,980","±2,011","6.5%","±0.5","23,206","±2,353","6.6%","±0.7","108,255","±4,629","7.8%","±0.3","6,375","±1,187","8.1%","±1.4","32,786","±2,904","6.0%","±0.5","5,747","±1,076","5.5%","±1.0","47,057","±3,345","6.7%","±0.5","164,148","±6,749","6.3%","±0.3","9,846","±1,503","4.7%","±0.7","6,349","±978","8.9%","±1.4","39,335","±2,944","5.9%","±0.4","39,674","±3,065","6.9%","±0.5","15,841","±2,057","5.6%","±0.7","43,262","±2,205","7.4%","±0.4","3,447","±749","5.2%","±1.1","25,362","±2,293","5.4%","±0.5"
