"Label (Grouping)","Alabama!!Estimate","Alabama!!Margin of Error","Alabama!!Percent","Alabama!!Percent Margin of Error","Alaska!!Estimate","Alaska!!Margin of Error","Alaska!!Percent","Alaska!!Percent Margin of Error","Arizona!!Estimate","Arizona!!Margin of Error","Arizona!!Percent","Arizona!!Percent Margin of Error","Arkansas!!Estimate","Arkansas!!Margin of Error","Arkansas!!Percent","Arkansas!!Percent Margin of Error","California!!Estimate","California!!Margin of Error","California!!Percent","California!!Percent Margin of Error","Colorado!!Estimate","Colorado!!Margin of Error","Colorado!!Percent","Colorado!!Percent Margin of Error","Connecticut!!Estimate","Connecticut!!Margin of Error","Connecticut!!Percent","Connecticut!!Percent Margin of Error","Delaware!!Estimate","Delaware!!Margin of Error","Delaware!!Percent","Delaware!!Percent Margin of Error","District of Columbia!!Estimate","District of Columbia!!Margin of Error","District of Columbia!!Percent","District of Columbia!!Percent Margin of Error","Florida!!Estimate","Florida!!Margin of Error","Florida!!Percent","Florida!!Percent Margin of Error","Georgia!!Estimate","Georgia!!Margin of Error","Georgia!!Percent","Georgia!!Percent Margin of Error","Hawaii!!Estimate","Hawaii!!Margin of Error","Hawaii!!Percent","Hawaii!!Percent Margin of Error","Idaho!!Estimate","Idaho!!Margin of Error","Idaho!!Percent","Idaho!!Percent Margin of Error","Illinois!!Estimate","Illinois!!Margin of Error","Illinois!!Percent","Illinois!!Percent Margin of Error","Indiana!!Estimate","Indiana!!Margin of Error","Indiana!!Percent","Indiana!!Percent Margin of Error","Iowa!!Estimate","Iowa!!Margin of Error","Iowa!!Percent","Iowa!!Percent Margin of Error","Kansas!!Estimate","Kansas!!Margin of Error","Kansas!!Percent","Kansas!!Percent Margin of Error","Kentucky!!Estimate","Kentucky!!Margin of Error","Kentucky!!Percent","Kentucky!!Percent Margin of Error","Louisiana!!Estimate","Louisiana!!Margin of Error","Louisiana!!Percent","Louisiana!!Percent Margin of Error","Maine!!Estimate","Maine!!Margin of Error","Maine!!Percent","Maine!!Percent Margin of Error","Maryland!!Estimate","Maryland!!Margin of Error","Maryland!!Percent","Maryland!!Percent Margin of Error","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","Michigan!!Estimate","Michigan!!Margin of Error","Michigan!!Percent","Michigan!!Percent Margin of Error","Minnesota!!Estimate","Minnesota!!Margin of Error","Minnesota!!Percent","Minnesota!!Percent Margin of Error","Mississippi!!Estimate","Mississippi!!Margin of Error","Mississippi!!Percent","Mississippi!!Percent Margin of Error","Missouri!!Estimate","Missouri!!Margin of Error","Missouri!!Percent","Missouri!!Percent Margin of Error","Montana!!Estimate","Montana!!Margin of Error","Montana!!Percent","Montana!!Percent Margin of Error","Nebraska!!Estimate","Nebraska!!Margin of Error","Nebraska!!Percent","Nebraska!!Percent Margin of Error","Nevada!!Estimate","Nevada!!Margin of Error","Nevada!!Percent","Nevada!!Percent Margin of Error","New Hampshire!!Estimate","New Hampshire!!Margin of Error","New Hampshire!!Percent","New Hampshire!!Percent Margin of Error","New Jersey!!Estimate","New Jersey!!Margin of Error","New Jersey!!Percent","New Jersey!!Percent Margin of Error","New Mexico!!Estimate","New Mexico!!Margin of Error","New Mexico!!Percent","New Mexico!!Percent Margin of Error","New York!!Estimate","New York!!Margin of Error","New York!!Percent","New York!!Percent Margin of Error","North Carolina!!Estimate","North Carolina!!Margin of Error","North Carolina!!Percent","North Carolina!!Percent Margin of Error","North Dakota!!Estimate","North Dakota!!Margin of Error","North Dakota!!Percent","North Dakota!!Percent Margin of Error","Ohio!!Estimate","Ohio!!Margin of Error","Ohio!!Percent","Ohio!!Percent Margin of Error","Oklahoma!!Estimate","Oklahoma!!Margin of Error","Oklahoma!!Percent","Oklahoma!!Percent Margin of Error","Oregon!!Estimate","Oregon!!Margin of Error","Oregon!!Percent","Oregon!!Percent Margin of Error","Pennsylvania!!Estimate","Pennsylvania!!Margin of Error","Pennsylvania!!Percent","Pennsylvania!!Percent Margin of Error","Rhode Island!!Estimate","Rhode Island!!Margin of Error","Rhode Island!!Percent","Rhode Island!!Percent Margin of Error","South Carolina!!Estimate","South Carolina!!Margin of Error","South Carolina!!Percent","South Carolina!!Percent Margin of Error","South Dakota!!Estimate","South Dakota!!Margin of Error","South Dakota!!Percent","South Dakota!!Percent Margin of Error","Tennessee!!Estimate","Tennessee!!Margin of Error","Tennessee!!Percent","Tennessee!!Percent Margin of Error","Texas!!Estimate","Texas!!Margin of Error","Texas!!Percent","Texas!!Percent Margin of Error","Utah!!Estimate","Utah!!Margin of Error","Utah!!Percent","Utah!!Percent Margin of Error","Vermont!!Estimate","Vermont!!Margin of Error","Vermont!!Percent","Vermont!!Percent Margin of Error","Virginia!!Estimate","Virginia!!Margin of Error","Virginia!!Percent","Virginia!!Percent Margin of Error","Washington!!Estimate","Washington!!Margin of Error","Washington!!Percent","Washington!!Percent Margin of Error","West Virginia!!Estimate","West Virginia!!Margin of Error","West Virginia!!Percent","West Virginia!!Percent Margin of Error","Wisconsin!!Estimate","Wisconsin!!Margin of Error","Wisconsin!!Percent","Wisconsin!!Percent Margin of Error","Wyoming!!Estimate","Wyoming!!Margin of Error","Wyoming!!Percent","Wyoming!!Percent Margin of Error","Puerto Rico!!Estimate","Puerto Rico!!Margin of Error","Puerto Rico!!Percent","Puerto Rico!!Percent Margin of Error"
"        Solar energy","84","±102","0.0%","±0.1","0","±155","0.0%","±0.1","11,575","±1,547","0.5%","±0.1","56","±76","0.0%","±0.1","66,105","±3,745","0.5%","±0.1","5,288","±824","0.3%","±0.1","900","±415","0.1%","±0.1","316","±213","0.1%","±0.1","75","±127","0.0%","±0.1","3,315","±778","0.0%","±0.1","183","±187","0.0%","±0.1","16,750","±1,413","3.7%","±0.3","248","±165","0.0%","±0.1","893","±425","0.0%","±0.1","979","±440","0.0%","±0.1","619","±308","0.0%","±0.1","314","±376","0.0%","±0.1","448","±211","0.0%","±0.1","1,275","±462","0.1%","±0.1","312","±264","0.1%","±0.1","3,543","±989","0.2%","±0.1","2,421","±727","0.1%","±0.1","821","±388","0.0%","±0.1","424","±177","0.0%","±0.1","321","±378","0.0%","±0.1","1,575","±635","0.1%","±0.1","244","±165","0.1%","±0.1","23","±39","0.0%","±0.1","2,228","±625","0.2%","±0.1","666","±481","0.1%","±0.1","3,212","±769","0.1%","±0.1","3,260","±809","0.4%","±0.1","6,535","±1,276","0.1%","±0.1","1,678","±869","0.0%","±0.1","9","±15","0.0%","±0.1","887","±653","0.0%","±0.1","446","±441","0.0%","±0.1","1,392","±520","0.1%","±0.1","1,639","±635","0.0%","±0.1","290","±259","0.1%","±0.1","820","±510","0.0%","±0.1","73","±73","0.0%","±0.1","126","±156","0.0%","±0.1","4,028","±1,021","0.0%","±0.1","1,016","±444","0.1%","±0.1","571","±281","0.2%","±0.1","628","±315","0.0%","±0.1","1,244","±509","0.0%","±0.1","202","±188","0.0%","±0.1","667","±257","0.0%","±0.1","100","±143","0.0%","±0.1","4,649","±961","0.4%","±0.1"
"        Other fuel","776","±396","0.0%","±0.1","3,627","±1,026","1.5%","±0.4","5,825","±1,161","0.2%","±0.1","3,194","±980","0.3%","±0.1","45,885","±3,167","0.4%","±0.1","15,365","±1,644","0.7%","±0.1","9,232","±1,391","0.7%","±0.1","1,751","±558","0.5%","±0.2","1,710","±601","0.6%","±0.2","3,719","±829","0.0%","±0.1","3,407","±935","0.1%","±0.1","460","±335","0.1%","±0.1","5,754","±1,277","0.9%","±0.2","25,076","±2,496","0.5%","±0.1","10,876","±1,611","0.4%","±0.1","9,885","±1,361","0.8%","±0.1","3,539","±736","0.3%","±0.1","7,136","±1,618","0.4%","±0.1","1,698","±846","0.1%","±0.1","11,584","±1,593","2.2%","±0.3","9,849","±1,465","0.4%","±0.1","19,478","±2,099","0.8%","±0.1","36,305","±2,491","0.9%","±0.1","27,683","±2,513","1.3%","±0.1","640","±274","0.1%","±0.1","7,731","±1,353","0.3%","±0.1","5,354","±1,237","1.3%","±0.3","4,319","±645","0.6%","±0.1","4,332","±1,030","0.4%","±0.1","9,880","±1,420","1.9%","±0.3","14,924","±1,822","0.5%","±0.1","7,052","±1,040","0.9%","±0.1","79,479","±4,150","1.1%","±0.1","7,170","±1,243","0.2%","±0.1","3,808","±769","1.2%","±0.2","36,312","±2,807","0.8%","±0.1","8,595","±965","0.6%","±0.1","10,067","±1,342","0.6%","±0.1","34,565","±2,539","0.7%","±0.1","2,140","±689","0.5%","±0.2","1,797","±558","0.1%","±0.1","4,654","±947","1.4%","±0.3","2,437","±816","0.1%","±0.1","14,285","±1,751","0.1%","±0.1","3,861","±1,014","0.4%","±0.1","3,822","±760","1.5%","±0.3","9,883","±1,415","0.3%","±0.1","14,449","±1,613","0.5%","±0.1","3,804","±1,037","0.5%","±0.1","23,294","±1,751","1.0%","±0.1","2,037","±685","0.9%","±0.3","663","±347","0.1%","±0.1"
"        No fuel used","7,371","±1,428","0.4%","±0.1","1,321","±573","0.5%","±0.2","18,738","±1,842","0.7%","±0.1","2,555","±680","0.2%","±0.1","440,971","±11,987","3.4%","±0.1","8,527","±1,170","0.4%","±0.1","4,721","±1,058","0.3%","±0.1","1,329","±544","0.4%","±0.2","3,415","±771","1.2%","±0.3","139,870","±5,818","1.8%","±0.1","13,194","±1,859","0.4%","±0.1","292,480","±5,338","64.2%","±0.9","2,554","±699","0.4%","±0.1","34,115","±2,865","0.7%","±0.1","7,659","±1,273","0.3%","±0.1","6,436","±1,043","0.5%","±0.1","3,177","±821","0.3%","±0.1","4,175","±716","0.2%","±0.1","5,684","±1,060","0.3%","±0.1","1,546","±565","0.3%","±0.1","10,315","±1,317","0.5%","±0.1","11,562","±1,478","0.4%","±0.1","17,386","±1,561","0.4%","±0.1","15,375","±1,559","0.7%","±0.1","4,184","±893","0.4%","±0.1","7,760","±1,275","0.3%","±0.1","1,486","±585","0.4%","±0.1","2,769","±612","0.4%","±0.1","5,563","±1,077","0.5%","±0.1","3,573","±1,043","0.7%","±0.2","16,990","±2,083","0.5%","±0.1","2,728","±724","0.4%","±0.1","73,979","±3,746","1.0%","±0.1","16,436","±2,130","0.4%","±0.1","3,020","±748","1.0%","±0.2","20,685","±2,049","0.4%","±0.1","2,791","±689","0.2%","±0.1","6,160","±1,202","0.4%","±0.1","17,792","±1,857","0.4%","±0.1","1,094","±422","0.3%","±0.1","8,403","±1,401","0.4%","±0.1","2,075","±560","0.6%","±0.2","7,415","±1,254","0.3%","±0.1","38,784","±2,857","0.4%","±0.1","1,886","±584","0.2%","±0.1","704","±307","0.3%","±0.1","13,724","±1,698","0.4%","±0.1","13,171","±1,417","0.5%","±0.1","1,474","±547","0.2%","±0.1","13,675","±1,858","0.6%","±0.1","958","±474","0.4%","±0.2","1,050,095","±10,343","86.9%","±0.5"
"SELECTED CHARACTERISTICS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Occupied housing units","1,852,518","±12,189","1,852,518","(X)","248,468","±2,841","248,468","(X)","2,519,052","±11,479","2,519,052","(X)","1,142,718","±7,341","1,142,718","(X)","12,944,178","±15,703","12,944,178","(X)","2,108,992","±7,767","2,108,992","(X)","1,357,269","±7,141","1,357,269","(X)","351,085","±3,936","351,085","(X)","281,241","±3,152","281,241","(X)","7,573,456","±23,478","7,573,456","(X)","3,686,135","±15,528","3,686,135","(X)","455,868","±4,824","455,868","(X)","610,872","±4,143","610,872","(X)","4,822,046","±12,932","4,822,046","(X)","2,533,270","±10,440","2,533,270","(X)","1,247,932","±7,106","1,247,932","(X)","1,110,407","±6,778","1,110,407","(X)","1,717,706","±9,131","1,717,706","(X)","1,720,801","±8,997","1,720,801","(X)","531,660","±5,774","531,660","(X)","2,194,657","±9,484","2,194,657","(X)","2,579,398","±8,290","2,579,398","(X)","3,884,153","±13,696","3,884,153","(X)","2,148,725","±7,378","2,148,725","(X)","1,091,245","±8,803","1,091,245","(X)","2,372,190","±10,844","2,372,190","(X)","416,125","±4,426","416,125","(X)","747,562","±4,452","747,562","(X)","1,055,158","±6,433","1,055,158","(X)","520,643","±5,191","520,643","(X)","3,194,519","±10,274","3,194,519","(X)","758,364","±6,296","758,364","(X)","7,209,054","±17,665","7,209,054","(X)","3,882,423","±16,063","3,882,423","(X)","315,134","±3,356","315,134","(X)","4,624,669","±14,929","4,624,669","(X)","1,469,342","±7,193","1,469,342","(X)","1,571,678","±6,691","1,571,678","(X)","4,937,771","±13,721","4,937,771","(X)","408,239","±4,139","408,239","(X)","1,877,887","±10,574","1,877,887","(X)","334,003","±3,659","334,003","(X)","2,556,332","±11,690","2,556,332","(X)","9,535,612","±20,125","9,535,612","(X)","943,147","±4,975","943,147","(X)","254,851","±2,815","254,851","(X)","3,120,692","±13,161","3,120,692","(X)","2,768,076","±8,506","2,768,076","(X)","722,125","±5,656","722,125","(X)","2,326,998","±7,745","2,326,998","(X)","223,619","±4,088","223,619","(X)","1,208,438","±9,900","1,208,438","(X)"
"        Lacking complete plumbing facilities","6,951","±1,603","0.4%","±0.1","10,012","±1,383","4.0%","±0.6","16,601","±1,735","0.7%","±0.1","4,631","±1,250","0.4%","±0.1","58,465","±4,139","0.5%","±0.1","5,901","±1,171","0.3%","±0.1","3,811","±1,021","0.3%","±0.1","828","±388","0.2%","±0.1","258","±229","0.1%","±0.1","19,639","±2,244","0.3%","±0.1","10,438","±1,890","0.3%","±0.1","3,821","±1,046","0.8%","±0.2","2,958","±828","0.5%","±0.1","13,330","±1,801","0.3%","±0.1","6,989","±1,199","0.3%","±0.1","3,093","±700","0.2%","±0.1","4,903","±940","0.4%","±0.1","7,916","±1,559","0.5%","±0.1","5,830","±1,077","0.3%","±0.1","3,462","±886","0.7%","±0.2","5,385","±975","0.2%","±0.1","6,914","±1,357","0.3%","±0.1","15,174","±1,779","0.4%","±0.1","6,781","±929","0.3%","±0.1","5,130","±1,134","0.5%","±0.1","9,080","±1,424","0.4%","±0.1","2,164","±768","0.5%","±0.2","2,213","±742","0.3%","±0.1","2,812","±903","0.3%","±0.1","2,807","±808","0.5%","±0.2","6,842","±1,359","0.2%","±0.1","5,781","±944","0.8%","±0.1","26,221","±2,597","0.4%","±0.1","13,529","±2,007","0.3%","±0.1","904","±365","0.3%","±0.1","14,185","±1,929","0.3%","±0.1","5,792","±1,025","0.4%","±0.1","7,214","±1,507","0.5%","±0.1","17,171","±1,845","0.3%","±0.1","1,331","±547","0.3%","±0.1","4,974","±1,310","0.3%","±0.1","1,800","±734","0.5%","±0.2","8,900","±1,576","0.3%","±0.1","39,129","±3,791","0.4%","±0.1","2,629","±981","0.3%","±0.1","1,150","±449","0.5%","±0.2","9,201","±1,470","0.3%","±0.1","12,339","±2,057","0.4%","±0.1","3,269","±1,008","0.5%","±0.1","12,732","±1,578","0.5%","±0.1","422","±265","0.2%","±0.1","17,448","±2,030","1.4%","±0.2"
"        Lacking complete kitchen facilities","11,694","±1,638","0.6%","±0.1","8,194","±1,192","3.3%","±0.5","21,849","±2,571","0.9%","±0.1","11,543","±1,746","1.0%","±0.2","159,243","±6,317","1.2%","±0.1","17,988","±1,963","0.9%","±0.1","8,391","±1,491","0.6%","±0.1","2,081","±874","0.6%","±0.2","1,289","±521","0.5%","±0.2","50,339","±2,794","0.7%","±0.1","23,955","±3,062","0.6%","±0.1","9,010","±1,587","2.0%","±0.3","6,343","±1,362","1.0%","±0.2","35,939","±2,608","0.7%","±0.1","18,772","±2,209","0.7%","±0.1","11,502","±1,529","0.9%","±0.1","11,220","±1,745","1.0%","±0.2","12,149","±2,226","0.7%","±0.1","10,987","±1,697","0.6%","±0.1","4,331","±981","0.8%","±0.2","10,239","±1,696","0.5%","±0.1","16,412","±2,060","0.6%","±0.1","30,493","±2,579","0.8%","±0.1","12,489","±1,460","0.6%","±0.1","7,896","±1,367","0.7%","±0.1","20,135","±2,223","0.8%","±0.1","4,741","±906","1.1%","±0.2","7,551","±1,334","1.0%","±0.2","7,227","±1,411","0.7%","±0.1","4,633","±1,217","0.9%","±0.2","20,885","±2,284","0.7%","±0.1","6,139","±1,126","0.8%","±0.1","53,072","±3,417","0.7%","±0.1","22,773","±2,617","0.6%","±0.1","2,086","±833","0.7%","±0.3","45,765","±3,369","1.0%","±0.1","13,364","±1,650","0.9%","±0.1","24,187","±2,611","1.5%","±0.2","46,387","±3,243","0.9%","±0.1","3,492","±882","0.9%","±0.2","13,560","±2,438","0.7%","±0.1","3,844","±982","1.2%","±0.3","19,872","±2,534","0.8%","±0.1","71,112","±3,885","0.7%","±0.1","6,349","±1,246","0.7%","±0.1","1,936","±620","0.8%","±0.2","18,382","±1,830","0.6%","±0.1","30,336","±3,013","1.1%","±0.1","4,916","±1,057","0.7%","±0.1","22,234","±2,169","1.0%","±0.1","1,791","±763","0.8%","±0.3","15,913","±2,370","1.3%","±0.2"
"        No telephone service available","57,197","±3,811","3.1%","±0.2","6,214","±1,229","2.5%","±0.5","90,834","±5,044","3.6%","±0.2","42,451","±3,840","3.7%","±0.3","339,442","±8,124","2.6%","±0.1","65,358","±3,552","3.1%","±0.2","28,920","±2,713","2.1%","±0.2","8,996","±1,429","2.6%","±0.4","10,258","±1,650","3.6%","±0.6","271,562","±8,359","3.6%","±0.1","109,250","±5,933","3.0%","±0.2","13,660","±1,769","3.0%","±0.4","22,009","±2,352","3.6%","±0.4","149,983","±5,698","3.1%","±0.1","73,890","±3,647","2.9%","±0.1","38,591","±2,217","3.1%","±0.2","40,044","±3,178","3.6%","±0.3","51,728","±3,677","3.0%","±0.2","52,166","±3,771","3.0%","±0.2","12,559","±1,671","2.4%","±0.3","57,754","±3,579","2.6%","±0.2","48,840","±3,261","1.9%","±0.1","115,159","±4,895","3.0%","±0.1","54,445","±3,099","2.5%","±0.1","36,467","±2,991","3.3%","±0.3","74,082","±4,004","3.1%","±0.2","15,523","±1,762","3.7%","±0.4","20,735","±1,825","2.8%","±0.2","36,612","±2,950","3.5%","±0.3","9,382","±1,328","1.8%","±0.3","83,388","±4,548","2.6%","±0.1","28,970","±2,389","3.8%","±0.3","191,545","±8,696","2.7%","±0.1","133,402","±6,139","3.4%","±0.2","7,524","±1,456","2.4%","±0.5","150,892","±6,410","3.3%","±0.1","49,764","±2,762","3.4%","±0.2","51,681","±3,269","3.3%","±0.2","112,166","±4,596","2.3%","±0.1","10,343","±1,423","2.5%","±0.3","73,924","±5,071","3.9%","±0.3","11,903","±1,470","3.6%","±0.4","74,394","±4,705","2.9%","±0.2","349,085","±11,291","3.7%","±0.1","25,943","±2,461","2.8%","±0.3","5,575","±895","2.2%","±0.4","78,319","±4,053","2.5%","±0.1","82,688","±4,270","3.0%","±0.2","22,617","±2,351","3.1%","±0.3","69,743","±3,601","3.0%","±0.2","6,473","±1,154","2.9%","±0.5","48,761","±3,547","4.0%","±0.3"
"OCCUPANTS PER ROOM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Occupied housing units","1,852,518","±12,189","1,852,518","(X)","248,468","±2,841","248,468","(X)","2,519,052","±11,479","2,519,052","(X)","1,142,718","±7,341","1,142,718","(X)","12,944,178","±15,703","12,944,178","(X)","2,108,992","±7,767","2,108,992","(X)","1,357,269","±7,141","1,357,269","(X)","351,085","±3,936","351,085","(X)","281,241","±3,152","281,241","(X)","7,573,456","±23,478","7,573,456","(X)","3,686,135","±15,528","3,686,135","(X)","455,868","±4,824","455,868","(X)","610,872","±4,143","610,872","(X)","4,822,046","±12,932","4,822,046","(X)","2,533,270","±10,440","2,533,270","(X)","1,247,932","±7,106","1,247,932","(X)","1,110,407","±6,778","1,110,407","(X)","1,717,706","±9,131","1,717,706","(X)","1,720,801","±8,997","1,720,801","(X)","531,660","±5,774","531,660","(X)","2,194,657","±9,484","2,194,657","(X)","2,579,398","±8,290","2,579,398","(X)","3,884,153","±13,696","3,884,153","(X)","2,148,725","±7,378","2,148,725","(X)","1,091,245","±8,803","1,091,245","(X)","2,372,190","±10,844","2,372,190","(X)","416,125","±4,426","416,125","(X)","747,562","±4,452","747,562","(X)","1,055,158","±6,433","1,055,158","(X)","520,643","±5,191","520,643","(X)","3,194,519","±10,274","3,194,519","(X)","758,364","±6,296","758,364","(X)","7,209,054","±17,665","7,209,054","(X)","3,882,423","±16,063","3,882,423","(X)","315,134","±3,356","315,134","(X)","4,624,669","±14,929","4,624,669","(X)","1,469,342","±7,193","1,469,342","(X)","1,571,678","±6,691","1,571,678","(X)","4,937,771","±13,721","4,937,771","(X)","408,239","±4,139","408,239","(X)","1,877,887","±10,574","1,877,887","(X)","334,003","±3,659","334,003","(X)","2,556,332","±11,690","2,556,332","(X)","9,535,612","±20,125","9,535,612","(X)","943,147","±4,975","943,147","(X)","254,851","±2,815","254,851","(X)","3,120,692","±13,161","3,120,692","(X)","2,768,076","±8,506","2,768,076","(X)","722,125","±5,656","722,125","(X)","2,326,998","±7,745","2,326,998","(X)","223,619","±4,088","223,619","(X)","1,208,438","±9,900","1,208,438","(X)"
"        1.00 or less","1,823,593","±12,936","98.4%","±0.2","231,458","±3,263","93.2%","±0.7","2,402,450","±13,273","95.4%","±0.2","1,107,094","±8,192","96.9%","±0.3","11,853,555","±20,809","91.6%","±0.1","2,051,914","±8,945","97.3%","±0.2","1,332,934","±7,002","98.2%","±0.2","345,199","±3,838","98.3%","±0.4","270,130","±3,682","96.0%","±0.8","7,349,770","±24,417","97.0%","±0.1","3,601,705","±16,392","97.7%","±0.2","414,565","±5,448","90.9%","±0.7","594,029","±4,720","97.2%","±0.4","4,701,424","±13,948","97.5%","±0.1","2,488,305","±11,150","98.2%","±0.1","1,224,954","±7,739","98.2%","±0.2","1,087,047","±7,081","97.9%","±0.2","1,683,151","±9,717","98.0%","±0.2","1,680,035","±9,500","97.6%","±0.2","522,936","±5,785","98.4%","±0.2","2,144,734","±10,240","97.7%","±0.2","2,531,199","±9,342","98.1%","±0.2","3,817,954","±14,223","98.3%","±0.1","2,101,440","±8,171","97.8%","±0.2","1,065,268","±8,669","97.6%","±0.3","2,332,125","±10,973","98.3%","±0.1","407,246","±4,653","97.9%","±0.4","731,722","±4,970","97.9%","±0.3","1,012,158","±6,441","95.9%","±0.3","513,924","±5,307","98.7%","±0.3","3,094,419","±12,146","96.9%","±0.2","726,991","±6,323","95.9%","±0.3","6,826,071","±19,138","94.7%","±0.1","3,792,792","±16,853","97.7%","±0.1","308,427","±3,375","97.9%","±0.5","4,560,886","±15,277","98.6%","±0.1","1,427,780","±8,060","97.2%","±0.2","1,521,428","±8,051","96.8%","±0.3","4,866,402","±13,991","98.6%","±0.1","400,652","±4,145","98.1%","±0.3","1,846,775","±10,784","98.3%","±0.2","326,662","±3,565","97.8%","±0.3","2,500,032","±12,477","97.8%","±0.2","9,058,900","±22,680","95.0%","±0.1","909,482","±5,779","96.4%","±0.3","249,449","±3,051","97.9%","±0.5","3,056,933","±13,631","98.0%","±0.2","2,676,692","±9,471","96.7%","±0.2","711,896","±5,835","98.6%","±0.2","2,286,806","±8,287","98.3%","±0.1","218,887","±4,163","97.9%","±0.5","1,172,300","±9,679","97.0%","±0.2"
"        1.01 to 1.50","21,356","±2,508","1.2%","±0.1","9,932","±1,551","4.0%","±0.6","77,855","±4,734","3.1%","±0.2","23,273","±2,528","2.0%","±0.2","696,953","±12,236","5.4%","±0.1","40,597","±3,419","1.9%","±0.2","15,438","±2,228","1.1%","±0.2","4,892","±1,358","1.4%","±0.4","5,240","±1,557","1.9%","±0.6","149,452","±6,121","2.0%","±0.1","61,294","±4,618","1.7%","±0.1","25,032","±2,608","5.5%","±0.6","12,397","±1,983","2.0%","±0.3","82,780","±4,884","1.7%","±0.1","33,503","±2,787","1.3%","±0.1","17,183","±2,267","1.4%","±0.2","15,964","±1,973","1.4%","±0.2","26,865","±2,519","1.6%","±0.1","29,439","±3,370","1.7%","±0.2","6,173","±1,205","1.2%","±0.2","35,098","±3,347","1.6%","±0.2","31,024","±3,009","1.2%","±0.1","49,746","±3,616","1.3%","±0.1","33,252","±2,748","1.5%","±0.1","18,527","±2,651","1.7%","±0.2","29,883","±3,066","1.3%","±0.1","6,103","±1,437","1.5%","±0.3","11,533","±1,709","1.5%","±0.2","30,108","±3,073","2.9%","±0.3","4,813","±1,223","0.9%","±0.2","68,635","±5,114","2.1%","±0.2","21,192","±2,244","2.8%","±0.3","237,420","±7,066","3.3%","±0.1","60,711","±3,790","1.6%","±0.1","4,798","±1,311","1.5%","±0.4","46,859","±3,429","1.0%","±0.1","29,815","±2,299","2.0%","±0.2","34,027","±3,732","2.2%","±0.2","49,009","±3,721","1.0%","±0.1","4,556","±1,119","1.1%","±0.3","22,222","±2,552","1.2%","±0.1","4,599","±811","1.4%","±0.2","40,525","±3,350","1.6%","±0.1","340,264","±9,859","3.6%","±0.1","25,157","±2,531","2.7%","±0.3","2,536","±753","1.0%","±0.3","44,427","±4,388","1.4%","±0.1","62,078","±4,585","2.2%","±0.2","7,347","±1,521","1.0%","±0.2","30,527","±2,476","1.3%","±0.1","3,384","±1,056","1.5%","±0.5","28,676","±2,684","2.4%","±0.2"
"        1.51 or more","7,569","±1,334","0.4%","±0.1","7,078","±1,053","2.8%","±0.4","38,747","±3,306","1.5%","±0.1","12,351","±2,261","1.1%","±0.2","393,670","±9,525","3.0%","±0.1","16,481","±2,153","0.8%","±0.1","8,897","±1,614","0.7%","±0.1","994","±433","0.3%","±0.1","5,871","±1,426","2.1%","±0.5","74,234","±5,355","1.0%","±0.1","23,136","±3,108","0.6%","±0.1","16,271","±1,851","3.6%","±0.4","4,446","±1,237","0.7%","±0.2","37,842","±3,447","0.8%","±0.1","11,462","±1,744","0.5%","±0.1","5,795","±1,198","0.5%","±0.1","7,396","±1,481","0.7%","±0.1","7,690","±1,424","0.4%","±0.1","11,327","±1,896","0.7%","±0.1","2,551","±675","0.5%","±0.1","14,825","±2,372","0.7%","±0.1","17,175","±2,353","0.7%","±0.1","16,453","±1,853","0.4%","±0.1","14,033","±1,776","0.7%","±0.1","7,450","±1,590","0.7%","±0.1","10,182","±1,682","0.4%","±0.1","2,776","±1,059","0.7%","±0.3","4,307","±1,033","0.6%","±0.1","12,892","±1,649","1.2%","±0.2","1,906","±618","0.4%","±0.1","31,465","±2,486","1.0%","±0.1","10,181","±1,393","1.3%","±0.2","145,563","±6,533","2.0%","±0.1","28,920","±2,961","0.7%","±0.1","1,909","±810","0.6%","±0.3","16,924","±2,177","0.4%","±0.1","11,747","±1,539","0.8%","±0.1","16,223","±1,801","1.0%","±0.1","22,360","±2,052","0.5%","±0.1","3,031","±907","0.7%","±0.2","8,890","±1,570","0.5%","±0.1","2,742","±847","0.8%","±0.3","15,775","±2,258","0.6%","±0.1","136,448","±6,164","1.4%","±0.1","8,508","±1,674","0.9%","±0.2","2,866","±843","1.1%","±0.3","19,332","±2,337","0.6%","±0.1","29,306","±3,026","1.1%","±0.1","2,882","±955","0.4%","±0.1","9,665","±1,343","0.4%","±0.1","1,348","±651","0.6%","±0.3","7,462","±1,102","0.6%","±0.1"
